"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","chla_trend","po4f_trend","nh4f_trend","no23f_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median"
"sos","sosva","soscmmet",43.317217,-0.230647793432381,-0.0243697510345133,0.0210975349949121,-0.0081585709294459,0.0784814373177618,0.0205567270196913,0.00213285767571357,-0.00415565398499418,0.0121004811247839,12.6,44.25,8.6,94.9,4,2.625,0.03398,0.120733333333333,0.0261666666666667,-4.49114155846935,-0.03982339878566,100.85,23321.9
"sos","soswi","soscmmet",43.282417,-0.300164361366131,-0.0445602381568499,0.0297099517472652,0.571427641064231,0.174921281494118,0.0390192270690042,0.0553355526658771,0.00963267447806189,0.0076733743291799,12.45,24.2425,8.55,86.8,7,1.07333333333333,0.0252666666666667,0.209633333333333,0.00824166666666667,-4.49114155846935,-0.03982339878566,100.85,23321.9
"tjr","tjrbr","tjrtlmet",32.5593611,-0.930579908592541,-0.0826255365255613,0.0728427732440549,0.0636181788963509,-0.218422659551246,0.0499175209159052,0.0378336735509469,0.055271830278851,-0.0104657601409536,17.3,50.74,6.8,85.25,3,1.07333333333333,0.10375,0.0208,0.0988,21.5433768711968,0.00755975055073218,4,40574.7
"tjr","tjros","tjrtlmet",32.5683333,-0.653562165708425,-0.057718497930299,0.0854874497497777,-0.00761725744771598,-0.233954288962428,0.0645537931841613,0.034573164484613,0.00997301626083158,-0.0200195446707575,18.8,50.82,5.2,66.175,5,1.735,0.1139,0.025,0.1615,21.5433768711968,0.00755975055073218,4,40574.7
"tjr","tjrpr","tjrtlmet",32.5960833,0.340590213365356,0.0315802105553696,-0.00426737346142073,-0.121354728744579,-0.827578892462634,-0.024108631771918,-0.0419965128429914,0.0640970321685988,-0.0357218041349758,21.1,53.68,6.25,85.075,9,2.335,0.0263,0.009725,0.03,21.5433768711968,0.00755975055073218,4,40574.7
"tjr","tjrsb","tjrtlmet",32.601,0.33118121811952,0.0216341395254554,0.0369851779072637,0.0102683682130412,-0.72100746446128,-0.0462154984869085,-0.0335651124056232,0.0168135187033913,-0.0874710666935315,21,53.54,6.5,87.9,7,2.125,0.02215,0.010475,0.0403333333333333,21.5433768711968,0.00755975055073218,4,40574.7
"wel","welht","wellfmet",43.298347,-0.417929381355174,-0.071130803370634,0.0629644964058638,0.247398304135795,-0.0237631175031197,-0.0680807179541272,-0.0636044994464762,-0.10693673156788,0.036620804614432,12.4,0.2,10.5,100.6,2,0.2,0.00428701783744667,0.11125,0.000487031592432167,302.233999064988,-0.00377322777289539,83.55,29190.975
"wel","welin","wellfmet",43.320089,0.715634261662426,0.0420643576144993,0.0737805564207454,-0.0729851900295223,-0.0293433565117221,-0.0295063526641761,-0.0140767239601396,-0.103112913090609,0.0743602546752885,9.3,48.08,9.2,97,3,0.9,0.027,0.034,0.0125,302.233999064988,-0.00377322777289539,83.55,29190.975
"wel","wellm","wellfmet",43.340153,-0.102291630178205,-0.0434120935426068,0.0790399303988728,0.590902636717797,0.060468398693513,-0.0270167270221789,-0.00573367848186891,-0.0243003441167959,0.0323017787795469,12.7,33.24,8.95,98.45,3,0.7,0.018,0.066,0.003,302.233999064988,-0.00377322777289539,83.55,29190.975
"wel","welsm","wellfmet",43.344711,-0.234099860412733,-0.0880522003937631,0.0885704315087353,0.720646643598663,0.259366988938222,0.0233711237906161,-0.0121903914055969,-0.0254949280771489,0.0233243746744769,13.5,5.75,9.2,95.7,4,0.4,0.00730974813508213,0.10555,0.000839695178426077,302.233999064988,-0.00377322777289539,83.55,29190.975
"wkb","wkbfr","wkbshmet",30.4162,0.307841928628878,0.0234944269553991,0.0119243006821947,-0.173510207242666,-0.0832382255545429,0.0657495445722691,-0.0444504925223547,-0.0144337191165165,0.0239550825074412,23.95,11.97,7.05,83,12,18.2,0.049,0.49,8.67669042708975e-05,827.797154327818,0.0448060503368273,107.6,28938.4
"wkb","wkbmb","wkbshmet",30.3961,0.37972095346388,0.0226422765860435,0.0220360747997406,-0.14357910246816,-0.688538961083288,0.0300630871253735,-0.0694074863312186,-0.037359057964529,0.0449818373887941,24.3,15.99,7.8,94.5,15,30.4816666666667,0.0221666666666667,0.142666666666667,0.000149011676996352,827.797154327818,0.0448060503368273,107.6,28938.4
"wkb","wkbmr","wkbshmet",30.39,0.236747230522474,0.0163293880051777,0.0258795633857778,-0.15018328215265,-0.517216087628523,0.045063100510189,-0.0825129313762914,-0.032812125589865,0.00871924223538416,24.9,15.495,7.3,91.85,17,28.5133333333333,0.0343333333333333,0.3405,4.86413093148016e-05,827.797154327818,0.0448060503368273,107.6,28938.4
"wkb","wkbwb","wkbshmet",30.3808,0.208199001252739,0.0110155745278185,0.0261270556741714,-0.226043030660953,-0.326310489702517,0.0279169640554652,-0.129166531497319,-0.0361371717213548,0.0360159536232118,24.1,18.13,7.75,96.7,15,29.9033333333333,0.027,0.0703333333333333,0.000195432180437674,827.797154327818,0.0448060503368273,107.6,28938.4
"wqb","wqbcr","wqbchmet",41.5798,-0.44069642100407,-0.0595593977676925,0.087015632549741,0.0484351092182089,-0.0204346972327047,0.0258202732903703,-0.0310314497262848,-0.0270376905839675,0.0122135679733124,16.6,43.355,7.8,93.85,2,14.025,0.022,0.08125,0.009075,198.430124355761,0.0365392557435452,96.6,29020.65
"wqb","wqbmh","wqbchmet",41.5526,-0.0598975995589465,-0.0173127918047889,0.0671310635587691,0.0086806119054762,0.0699634634868029,0.0401946842072778,-0.00713069107756026,-0.0112972349191489,-0.0188043779017076,12.9,47.86,8.8,101.2,2,2.4,0.0139,0.007525,0.015,198.430124355761,0.0365392557435452,96.6,29020.65
"wqb","wqbmp","wqbchmet",41.5689,-0.322634630668027,-0.0395382560471799,0.0874455785078439,0.0244537437428375,0.018360467789271,0.0542977166939249,-0.0466292269470054,-0.00733635710829215,0.0502812509099713,16.6,46.315,8.4,102,1,2.87,0.01395,0.0047,0.00865,198.430124355761,0.0365392557435452,96.6,29020.65
"wqb","wqbsl","wqbchmet",41.5542,-0.582004383001023,-0.0645307511163968,0.0797620909955747,0.0424733153432961,0.105466648759142,0.0677318717014325,-0.015216718963833,-0.0326589396405309,0.0415602812022774,17.8,45.32,7.8,96.8,1,2.6,0.0155,0.002975,0.006,198.430124355761,0.0365392557435452,96.6,29020.65
