"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","do_proportion_below2_trend","chla_trend","no23f_mdl_trend","nh4f_mdl_trend","po4f_mdl_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median","StationName","Ecoregion","NERR_BioRegion","EPAIII_Code","EPAIII_Name","EPAIV_Code","EPAIV_Name","AquaticSystem","AquaticSubsystem","WaterColumn","SalinityRegime","Salinity Class","TempRegime","TidalRegime","ResidualCurrentType","TidalFlowType","PrimaryWaterSource","BioticSetting","BioticClass","BioticSubclass","Dev_TotalArea","Ag_TotalArea","VegUplnd_TotalArea","WetlndPalust_TotalArea","WetlndEst_TotalArea","Bare_TotalArea","Water_TotalArea","Dev_pctTotal","Ag_pctTotal","VegUplnd_pctTotal","WetlndPalust_pctTotal","WetlndEst_pctTotal","Bare_pctTotal","Water_pctTotal","Dev_pctLand","Ag_pctLand","VegUplnd_pctLand","WetlndPalust_pctLand","WetlndEst_pctLand","Bare_pctLand","DominantLandCover","Imp_total_acres","Imp_pctLand","cluster"
"gnd","gndbh","gndcrmet",30.4178,-0.216335657488753,-0.0158195694773018,-0.000580307273287394,-0.428971591273281,-0.0563398759811005,0.0120140473967711,0.0756285383157168,-0.0581265714317808,-0.0824953728582059,-0.0523118771454336,23.2,29.005,3.7,47,7,5.8625,0.032,0.005,0.005,136.317728178012,0.0616024034684227,112.5,36946.45,"Bayou Heron","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Warm Water","Minimally Tidal","Salt Wedge Domain","Diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"D"
"gnd","gndbl","gndcrmet",30.3571,-0.0921120473116399,-0.00312667772078958,0.0228714773361406,-0.413775635919138,-0.0634900542863856,-0.00303593532611907,0.109472823403302,-0.0858618761484973,-0.129910142915446,-0.066863717091974,23.5,33.43,7,91.6,10,6.635,0.005,0.005,0.005,136.317728178012,0.0616024034684227,112.5,36946.45,"Bangs Lake","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"B"
"gnd","gndpc","gndcrmet",30.3486,0.0538282740594661,0.00726763288990143,0.0581129748189033,-0.450788514108427,-0.0201647195926859,0.00513961751456171,0.0891266619084813,-0.0770575753435034,-0.134111591070606,-0.0240074576039604,23.7,35.96,7.4,96.875,12,6.785,0.005,0.005,0.005,136.317728178012,0.0616024034684227,112.5,36946.45,"Point Aux Chenes Bay","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"B"
"grb","grbgb","grbglmet",43.0722,-0.434994806675601,-0.0586295180394523,0.0385327602613922,0.264126904991734,-0.126005391555875,0.000114063050943192,0.0196670988638841,0.0186982092894171,-0.0297919476708177,-0.00325271647138997,15.05,39.24,8.5,98.75,4,4.67333333333333,0.02525,0.052,0.0221666666666667,346.221903350436,-0.0631479775771535,86.5,27792.4,"Great Bay","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Open Water","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Aquatic Vegetation Bed","Aquatic Macroalgae",7865.61158333482,4179.19517554965,49441.533578421,12162.2112133709,391.858232546885,801.382775187987,2984.14580536285,10.1066710517121,5.36992584145308,63.5283487971855,15.6274520668447,0.503505952880724,1.02971167715597,3.83438461276798,10.5096515121495,5.58403938853809,66.0613968323029,16.2505610804,0.52358210453211,1.07076908207742,"vegetated uplands",2598.45379665426,3.4719288619741,"C"
"grb","grblr","grbglmet",43.08,-0.541424762066606,-0.065726587263169,0.0708703630339908,0.43456721031611,-0.0637471598922606,0.00478252433710841,0.0126812753501849,0.00625799648006621,0.0191944623631885,0.0566892697406538,17.3,20.55,8.6,93.25,5,2.15,0.03865,0.108,0.009,346.221903350436,-0.0631479775771535,86.5,27792.4,"Lamprey River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",2796.42387252159,1593.16731890696,31240.4350663491,5813.53751641228,5.14687774378073,506.828352959283,830.803441209618,6.53578621739919,3.72354173744542,73.0149699187358,13.587367332778,0.0120292538448786,1.18455638875356,1.94174915104316,6.66520783392978,3.79727529831319,74.4608121056572,13.8564243346612,0.0122674570887541,1.20801297034981,"vegetated uplands",934.47913486127,2.2273081386281,"A"
"grb","grbor","grbglmet",43.134,0.0210572818603219,-0.0176259418334648,0.0433197193812459,0.364384072542034,-0.0972952689544421,-0.00357958668505153,0.0623531294783965,-0.0438212377282413,0.0115183354094004,0.0299248415274565,16.3,35.06,7.9,91.9,8,4.5525,0.057,0.108,0.0382,346.221903350436,-0.0631479775771535,86.5,27792.4,"Oyster River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",1043.14692434171,459.393614833681,3812.93222691996,635.013429739605,38.323373470639,85.6885591939315,136.531365014129,16.7950727883534,7.39641657334647,61.3896976483835,10.2239641657275,0.617021276596112,1.37961926091992,2.19820828667312,17.1725614573427,7.56265958299269,62.7695020438141,10.4537595749735,0.630889542805824,1.41062779807124,"vegetated uplands",318.601163646009,5.24489689364193,"A"
"grb","grbsq","grbglmet",43.052403,-0.323955152799792,-0.0521945920014537,0.0644526942020432,0.356263798640211,-0.288405347104316,-0.000695507237021897,0.00803162205329191,0.0113384991099969,0.0122693598038622,0.0124508240326111,16.65,31.26,7.9,93.1,13,5.5395,0.1345,0.135,0.036,346.221903350436,-0.0631479775771535,86.5,27792.4,"Squamscott River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",3265.83303323492,1942.11171945417,14769.0352381927,4794.45572313938,222.080819404084,252.753428660961,293.858898209144,12.7870656060471,7.60415787280298,57.8267843477979,18.772245627127,0.86953680076897,0.989632550577659,1.15057719487851,12.9359031577315,7.69266795598224,58.4998705169999,18.9907488525612,0.87965794447099,1.00115157225418,"vegetated uplands",1099.60447995825,4.35551264249962,"A"
"gtm","gtmfm","gtmpcmet",29.737041,0.145266493728873,0.00561876557587756,0.0578486938534795,-0.0776395249246351,0.0509092199450171,0.00121002663848126,0.0233475151264038,-0.0409292717762291,-0.0632161946297099,0.00309372626011344,24,52.175,6.3,91.175,7,3.475,0.032,0.009,0.014,208.395052261164,0.0364758826000449,84.2,35600.2,"Fort Matanzas","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Euhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Non-Tidal Scrub-Shrub","Mangrove Shrubland",3948.14209630122,59.3281988574402,7969.80108144001,4979.25645509695,1518.05072480863,335.242577365806,1217.30613880458,19.7139711679375,0.296239186228115,39.7950288772277,24.8625596037967,7.57997242510105,1.67394241221614,6.07828632749286,20.9897907492165,0.315410755026322,42.3704246027578,26.4715779042205,8.07052185134892,1.78227413742999,"vegetated uplands",1112.92441176872,5.91671980210766,"D"
"gtm","gtmpc","gtmpcmet",29.667071,0.0838666615055123,0.000976517578669803,0.0526823558464467,-0.136261057875822,0.0157469268050361,-0.0132178267690989,0.0231528752023482,-0.0129842269129361,-0.0504314078508286,0.0202262161305868,24.55,26.04,5.3,69.9,8.5,6.8,0.0315,0.00855,0.033,208.395052261164,0.0364758826000449,84.2,35600.2,"Pellicer Creek","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Coastal","Pycnocline","Mesohaline Water","brackish","Warm Water","Moderately Tidal","Salt Wedge Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",282.382751888278,15.0233188197057,3543.3471169916,1408.71434895422,285.373505172279,53.833559103935,97.9297819360939,4.96575342464662,0.264187866927605,62.3104207436656,24.7725048923521,5.01834637964471,0.946673189823738,1.72211350293963,5.05276782157413,0.2688172043011,63.402279968169,25.2065909995868,5.10628235762357,0.963261648745422,"vegetated uplands",95.211472365761,1.7036503136167,"D"
"gtm","gtmpi","gtmpcmet",30.050857,-0.179023709033996,-0.00943902765887797,0.0546543930955994,-0.450731170597639,0.0887914190221426,-0.00822563104689042,0.00812991301220653,-0.0168215481329088,-0.0504169632867001,0.0325486853053139,24.3,44.0775,5.8,82.2,10.5,4.75,0.03875,0.0103,0.02275,208.395052261164,0.0364758826000449,84.2,35600.2,"Pine Island","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Open Water","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",1731.92436078496,5.98150656710475,3071.5036222031,4578.63461990609,1381.03249298043,117.821768891209,821.970286164069,14.7915602390504,0.0510852648712129,26.2322835113235,39.1039882147323,11.7947560381607,1.0062609150182,7.0200658168437,15.9083358888094,0.0549422467546414,28.2128437084607,42.0563733006128,12.6852703669663,1.0822344883962,"palustrine wetlands",582.767550270948,5.35292541910263,"D"
"gtm","gtmss","gtmpcmet",29.868851,0.115836738654838,0.00417702148100533,0.0572850070952583,-0.0779798283727307,0.165235910201023,-0.0129415626253154,0.019979195115321,-0.000664374372371721,-0.0543236159102715,0.0146880668137762,24.1,51.6,6,87.8,9,4.275,0.03475,0.015775,0.0165,208.395052261164,0.0364758826000449,84.2,35600.2,"San Sebastian","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Open Water","Lower Water Column","Euhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5927.3252459828,152.458865059087,7844.53720554681,4834.65701146739,1221.4097305242,269.098243117778,1706.7463912803,26.9960941335732,0.694376249290909,35.7280655349199,22.0195198287069,5.56292943149035,1.22561209329794,7.77340272872093,29.2714845091441,0.752902383732583,38.739438071024,23.8754551075301,6.03180600399614,1.32891392457305,"vegetated uplands",1886.35384709001,9.3155639554759,"D"
"hud","hudtn","hudfsmet",42.0365457,-0.295305878871118,-0.0362893648290326,0.0375046037153135,0.0013999745271179,-0.142642177964096,0.0581843122446599,-0.0314174152418655,0.00400908629132199,0.00788223500094035,0.0144747516214643,16.9,0.24,8.55,88,11,3,0.035,0.314,0.0096,-145.283076006514,-0.101896701462229,78.1,21133,"Tivoli North Bay","Virginian","Virginian",59,"Northeastern Coastal Zone","59i","Hudson Valley","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Fresh Water","fresh","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",2615.309417861,4706.81969669229,16827.5081260991,2488.65449392265,0,437.206398614462,3264.44198519998,8.62002168644962,15.5136090523772,55.4632212866488,8.20256890492094,0,1.44102591141722,10.7595531581862,9.6593215201279,17.3840557744812,62.1503177645021,9.19153724035099,0,1.61476770053781,"vegetated uplands",864.275367718635,3.192094060346,"A"
"hud","hudts","hudfsmet",42.0270378,-0.198500042202765,-0.0242750584318003,0.0309779663982999,0.00152858751103206,-0.225732407202972,0.0193956534423189,-0.0430157856498123,0.00234542087634888,-0.00587055710930515,0.0200683787926241,16.6,0.24,8.7,89.4,9,2.755,0.03,0.32,0.0098,-145.283076006514,-0.101896701462229,78.1,21133,"Tivoli South Bay","Virginian","Virginian",59,"Northeastern Coastal Zone","59i","Hudson Valley","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Fresh Water","fresh","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",2615.309417861,4706.81969669229,16827.5081260991,2488.65449392265,0,437.206398614462,3264.44198519998,8.62002168644962,15.5136090523772,55.4632212866488,8.20256890492094,0,1.44102591141722,10.7595531581862,9.6593215201279,17.3840557744812,62.1503177645021,9.19153724035099,0,1.61476770053781,"vegetated uplands",864.275367718635,3.192094060346,"A"
"jac","jacb6","jacncmet",39.5079,-0.256783120651742,-0.0333440999618135,0.0458767610433204,0.0444471835852672,-0.0320130648573729,-0.00573203599527814,0.0362567609005315,-0.0614288997146474,-0.016826521660598,-0.0300179283657473,15.7,45.705,8.25,97.9,9,4.595,0.0155,0.005,0.0235,-231.33592698911,0.0528512796194016,91.7,28897.3,"Buoy 126","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84c","Barrier Islands/Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5899.0869707991,7459.00824157205,30288.6799981514,27423.8165621278,8592.0864216342,381.077610246127,6985.91280356786,6.77824822861633,8.57064994141314,34.802706344366,31.5108824389754,9.87259466691187,0.437870919585078,8.02704746013223,7.36982780418857,9.31866348174263,37.8401534182345,34.2610317150755,10.7342369623639,0.476086618394982,"vegetated uplands",1891.62902815176,2.36324371481415,"B"
"jac","jacb9","jacncmet",39.4979417,-0.00945909865504211,-0.0126031623167784,0.0360797048481497,0.0849467774092233,-0.0957527339771912,-0.0170552144455845,0.0314304869076542,-0.061709158521846,-0.000939796590038915,-0.0424711846618984,16.7,43.63,8,96.1,7,5.305,0.015,0.007,0.02415,-231.33592698911,0.0528512796194016,91.7,28897.3,"Buoy 139","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84c","Barrier Islands/Coastal Marshes","Estuarine","Estuarine Coastal","Upper Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5899.0869707991,7459.00824157205,30288.6799981514,27423.8165621278,8592.0864216342,381.077610246127,6985.91280356786,6.77824822861633,8.57064994141314,34.802706344366,31.5108824389754,9.87259466691187,0.437870919585078,8.02704746013223,7.36982780418857,9.31866348174263,37.8401534182345,34.2610317150755,10.7342369623639,0.476086618394982,"vegetated uplands",1891.62902815176,2.36324371481415,"B"
"jac","jacba","jacncmet",39.5937,-0.254653482712952,-0.0377186961543528,0.0235958919655578,0.0297129705939659,-0.13806142869969,-0.00384914150971977,0.037643181835649,-0.00669870635116587,-0.0612779214564533,-0.0391032840380328,16.1,2.99,8.4,85.35,13,2.595,0.014,0.1205,0.006,-231.33592698911,0.0528512796194016,91.7,28897.3,"Lower Bank","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84b","Pine Barrens","Estuarine","Estuarine Tidal Riverine Coastal","Upper Water Column","Mesohaline Water","brackish","Moderate Water","Minimally Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",3312.71135214486,6391.17021454024,21113.5357910331,19352.3994214372,174.715633681061,96.608286298875,543.134706773704,6.49751580417855,12.5355713377452,41.4118581129939,37.9575845049556,0.342685332467844,0.189486435826992,1.06529847183187,6.56747905822368,12.6705505187946,41.857768278811,38.366300113766,0.346375262849787,0.191526767554904,"vegetated uplands",996.986977415522,1.97653535109806,"A"
"jac","jacne","jacncmet",39.5479,-0.400272281560371,-0.0541472959440798,0.0386803977593428,0.0256222670507691,0.0288619103295338,-0.0013534004185191,0.0347371392302649,-0.0143730243564864,-0.0454526849908868,-0.0363231643105163,15.5,24.72,8.4,88.8,6,4.0625,0.04,0.05,0.018,-231.33592698911,0.0528512796194016,91.7,28897.3,"Chestnut Neck","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84b","Pine Barrens","Estuarine","Estuarine Coastal","Upper Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5265.39503669612,7450.80105814276,29923.4603355485,27082.5924781952,4038.00379960664,141.747795159916,1777.68984126652,6.95747434049952,9.84517910183661,39.5396178278331,35.7858130165064,5.33565053083484,0.187299650030876,2.34896553245874,7.124834241067,10.0820018502816,40.4907311463002,36.6466297173753,5.46399795960009,0.191805085375858,"vegetated uplands",1616.27314847605,2.18704925099126,"A"
"job","job09","jobjbmet",17.9430556,0.959238409741492,0.0602874892726559,0.0179097201126534,0.00795917943171978,-0.39834511091292,-0.0974877876805923,0.0231433568546941,0.191628988136895,-0.114223687300513,-0.13782905822253,29.2,56.01,4.3,67.4,2,3.1375,0.061325,0.00275,0.003575,437.130562221026,-0.0411825573055623,53.2,39128.95,"Station 9","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Upper Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Scrub-Shrub Wetland","Mangrove Forest",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job10","jobjbmet",17.938611,0.0382400790449279,0.00182479655430044,0.000682449789643094,0.0699469988859968,-0.250009992256282,-0.00754212347181197,0.0410826266787097,0.165691256302946,-0.105879673389662,-0.103522490306997,29.3,55.5775,5.2,82.35,1,1.46,0.061875,0.0046,0.0013,437.130562221026,-0.0411825573055623,53.2,39128.95,"Station 10","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Reverse Estuarine Flow","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Forested Wetland","Mangrove Forest",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job19","jobjbmet",17.942914,-0.190969039792694,-0.011791853943251,0.000228158431761022,0.0197262599675836,-0.0660234510280665,-0.00910262467983025,0.0314137832806536,0.14195858159852,-0.141286971042172,-0.132735671744924,28.8,54.265,6.3,98.775,1,0.57,0.041525,0.00235,0.00115,437.130562221026,-0.0411825573055623,53.2,39128.95,"Station 19","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Reverse Estuarine Flow","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job20","jobjbmet",17.930317,-0.288018270986094,-0.0123148877464795,-0.0061837428087747,-0.00118997995539066,0.0165121664681043,-0.00283097357879834,0.0531206109605457,0.145870369442896,-0.138823816953417,-0.108915275919448,28.6,54.14,6.2,96.5,2,0.32,0.0462,0.00275,0.00135,437.130562221026,-0.0411825573055623,53.2,39128.95,"Station 20","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"kac","kacss","kachomet",59.44099,-0.616971128353579,-0.0813530904083585,0.0521341863948599,-0.0127429872499201,-0.0398364749284447,-0.00463903996353115,0.0285221360039458,0.00226199376948127,0.03631296351808,-0.0051238279490182,6.55,47.855,10.3,101.7,1,1.45,0.017725,0.127125,0.0267,47.5864003911496,0.154492125405222,33.25,17821.9,"Seldovia Surface","Gulf of Alaska","Fjord",120,"Coastal Western Hemlock-Sitka Spruce Forests",,,"Marine","Marine Nearshore","Upper Water Column","Euhaline Water","high salinity","Cold Water","Macrotidal","Salt Wedge Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Open Water","Open Water","Open Water",135.557631388461,0,13324.2927451772,6.19016377299797,0,364.941452999105,2499.29601144841,0.830099961242126,0,81.5925653027586,0.0379060526170083,0,2.23475346158924,15.304675221793,0.98010127880839,0,96.3365634601749,0.0447557792785771,0,2.63857948173813,"vegetated uplands",44.8272672634782,0.324107625077317,"C"
"mar","marab","marcemet",27.9798,-0.142719209922346,-0.0175714907055566,0.0330818141032088,-0.0252547319506465,0.05541754001818,-0.0040915464887901,0.0379716620878397,0.216540800442635,0.132666131000605,0.130367994166838,24.3,45.39,7,97.2,9,5.6,0.003075,0.00545,0.01745,125.501235590515,0.0745920341215043,43.6,38410.25,"Aransas Bay","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34h","Mid-Coast Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3718.27140787594,20291.0090856533,21849.9566228195,10310.3089592328,9185.36841020816,4124.66609243202,28090.5458871115,3.81087074761254,20.7963336942714,22.3941050548733,10.5670755309476,9.41411961116165,4.22738623168386,28.7901091294497,5.35160312847575,29.2042768778795,31.4480260833185,14.8393367856118,13.2202415929484,5.93651553176603,"vegetated uplands",1430.97604188749,2.05956344292617,"B"
"mar","marce","marcemet",28.1323,-0.125602309947642,-0.015326281448105,0.0396025588469317,0.195878978019568,-0.280456124519955,-0.0046370515550017,0.0364965020909084,0.237829043089487,0.116384950601727,0.0737618469856418,25.1,37.3475,7.1,96.5,11,5.95,0.0041,0.00545,0.0406,125.501235590515,0.0745920341215043,43.6,38410.25,"Copano Bay East","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34h","Mid-Coast Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",13232.4140220658,204671.088121348,186411.287382054,22028.2889813954,5700.30620604581,2064.5934992775,17718.0570805756,2.9286523990349,45.2986486245156,41.2573142805435,4.87539169076924,1.26161525914554,0.456944340965154,3.92143340502614,3.04818494158103,47.1475067019633,42.9412258557797,5.07438012821508,1.31310791142833,0.475594461032538,"agricultural lands",4372.12487231234,1.00715146731888,"B"
"mar","marcw","marcemet",28.0841,-0.124858496755202,-0.0169001016512266,0.0488111717494896,0.523114353911871,-0.93300422276249,0,0.0323707431428469,0.247362668130123,0.115908503891929,0.0490710201714494,24.2,32.82,7.2,97,19,6.1,0.00295,0.00545,0.04125,125.501235590515,0.0745920341215043,43.6,38410.25,"Copano Bay West","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34b","Southern Subhumid Gulf Coastal Prairies","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",7354.88829587041,108701.431977097,48003.4681158276,4769.13864883582,1617.85842159717,442.075066750002,804.999500089033,4.28372237350466,63.3111935165262,27.9587564217728,2.77769900922011,0.942292532389652,0.257478669699013,0.468857476887535,4.30390153766187,63.6094310901982,28.0904606468075,2.79078380776659,0.946731353124816,0.258691564440972,"agricultural lands",2484.56148808534,1.4539048832312,"B"
