"reserve","station","met_stn","latitude","do_pct_trend","domgl_trend","temp_trend","spcond_trend","turb_trend","chla_trend","po4f_trend","nh4f_trend","no23f_trend","temp_median","spcond_median","domgl_median","dopct_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median","StationName","Ecoregion","NERR_BioRegion","EPAIII_Code","EPAIII_Name","EPAIV_Code","EPAIV_Name","AquaticSystem","AquaticSubsystem","WaterColumn","SalinityRegime","Salinity Class","TempRegime","TidalRegime","ResidualCurrentType","TidalFlowType","PrimaryWaterSource","BioticSetting","BioticClass","BioticSubclass","Dev_TotalArea","Ag_TotalArea","VegUplnd_TotalArea","WetlndPalust_TotalArea","WetlndEst_TotalArea","Bare_TotalArea","Water_TotalArea","Dev_pctTotal","Ag_pctTotal","VegUplnd_pctTotal","WetlndPalust_pctTotal","WetlndEst_pctTotal","Bare_pctTotal","Water_pctTotal","Dev_pctLand","Ag_pctLand","VegUplnd_pctLand","WetlndPalust_pctLand","WetlndEst_pctLand","Bare_pctLand","DominantLandCover","Imp_total_acres","Imp_pctLand","cluster"
"gnd","gndbh","gndcrmet",30.4178,-0.216335657488737,-0.0158195694764258,-0.000580307273293626,-0.428971591265067,-0.0563398759804993,0.0828995569031537,-0.0292824244033045,-0.0818067511221944,-0.0695030068308603,23.2,29.005,3.7,47,7,5.8625,0.032,0.0055,0.00333345554294646,136.317728178011,0.0616024034787727,112.5,36946.45,"Bayou Heron","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Warm Water","Minimally Tidal","Salt Wedge Domain","Diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"D"
"gnd","gndbl","gndcrmet",30.3571,-0.0921120473114937,-0.0031266777211862,0.0228714773358089,-0.413775635919142,-0.0634900542824221,0.114250078511456,-0.056002921691622,-0.129802641386369,-0.161337759140724,23.5,33.43,7,91.6,10,6.635,0.00515667337157225,0.00150064167261641,0.00637122718904321,136.317728178011,0.0616024034787727,112.5,36946.45,"Bangs Lake","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"B"
"gnd","gndpc","gndcrmet",30.3486,0.0538282740602738,0.00726763289037941,0.0581129748188603,-0.450788514123342,-0.0201647195919288,0.0905479761585739,0.026143083299449,-0.155069635638513,-0.129602880593033,23.7,35.96,7.4,96.875,12,6.785,0.005,0.00186532459688491,0.004,136.317728178011,0.0616024034787727,112.5,36946.45,"Point Aux Chenes Bay","Northern Gulf of Mexico","Louisianan",75,"Southern Coastal Plain","75k","Gulf Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3635.85181157055,3126.45001974052,3882.69328607159,10158.6151706016,6828.44616556028,568.869095491966,52521.5225936049,4.50413967270391,3.87308622530364,4.80993004475117,12.5846222511125,8.45916634427886,0.704722302880038,65.0643331589699,12.8926683815694,11.0863383341946,13.7679640312523,36.0222757687067,24.213553394504,2.01720008977295,"palustrine wetlands",1365.4192098217,4.84175318092831,"B"
"grb","grbgb","grbglmet",43.0722,-0.434994806675601,-0.0586295180400634,0.0385327602628874,0.264126904994556,-0.126005391558536,0.0196971431231543,-0.00482249639226506,-0.0312622421005212,0.0189675147257587,15.05,39.24,8.5,98.75,4,4.67333333333333,0.02525,0.052,0.0221666666666667,346.221903350446,-0.0631479775771535,86.5,27792.4,"Great Bay","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Open Water","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Aquatic Vegetation Bed","Aquatic Macroalgae",7865.61158333482,4179.19517554965,49441.533578421,12162.2112133709,391.858232546885,801.382775187987,2984.14580536285,10.1066710517121,5.36992584145308,63.5283487971855,15.6274520668447,0.503505952880724,1.02971167715597,3.83438461276798,10.5096515121495,5.58403938853809,66.0613968323029,16.2505610804,0.52358210453211,1.07076908207742,"vegetated uplands",2598.45379665426,3.4719288619741,"C"
"grb","grblr","grbglmet",43.08,-0.541424762030949,-0.0657265872631825,0.0708703630339908,0.434567210316118,-0.0637471598922606,0.00954179559475891,0.0548586968370686,0.0166681480589002,0.00729007953673495,17.3,20.55,8.6,93.25,5,2.15,0.03865,0.108,0.009,346.221903350446,-0.0631479775771535,86.5,27792.4,"Lamprey River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Mesohaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",2796.42387252159,1593.16731890696,31240.4350663491,5813.53751641228,5.14687774378073,506.828352959283,830.803441209618,6.53578621739919,3.72354173744542,73.0149699187358,13.587367332778,0.0120292538448786,1.18455638875356,1.94174915104316,6.66520783392978,3.79727529831319,74.4608121056572,13.8564243346612,0.0122674570887541,1.20801297034981,"vegetated uplands",934.47913486127,2.2273081386281,"A"
"grb","grbor","grbglmet",43.134,0.0210572818603622,-0.0176259418340046,0.0433197193812459,0.364384072542034,-0.0972952689544418,0.0632983212348912,0.0288234437069071,0.012262964542567,-0.0373178299651245,16.3,35.06,7.9,91.9,8,4.5525,0.057,0.108,0.0382,346.221903350446,-0.0631479775771535,86.5,27792.4,"Oyster River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Partially Mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",1043.14692434171,459.393614833681,3812.93222691996,635.013429739605,38.323373470639,85.6885591939315,136.531365014129,16.7950727883534,7.39641657334647,61.3896976483835,10.2239641657275,0.617021276596112,1.37961926091992,2.19820828667312,17.1725614573427,7.56265958299269,62.7695020438141,10.4537595749735,0.630889542805824,1.41062779807124,"vegetated uplands",318.601163646009,5.24489689364193,"A"
"grb","grbsq","grbglmet",43.052403,-0.3239551527998,-0.0521945920014623,0.0644526942052085,0.3562637986402,-0.288405347104311,0.00822496652032334,0.0113652376262922,0.00636960565200585,0.011323383178189,16.65,31.26,7.9,93.1,13,5.5395,0.1345,0.135,0.036,346.221903350446,-0.0631479775771535,86.5,27792.4,"Squamscott River","Gulf of Maine/Bay of Fundy","Acadian",59,"Northeastern Coastal Zone","59f","Gulf of Maine Coastal Lowland","Estuarine","Estuarine Coastal","Lower Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Upland","Forest",3265.83303323492,1942.11171945417,14769.0352381927,4794.45572313938,222.080819404084,252.753428660961,293.858898209144,12.7870656060471,7.60415787280298,57.8267843477979,18.772245627127,0.86953680076897,0.989632550577659,1.15057719487851,12.9359031577315,7.69266795598224,58.4998705169999,18.9907488525612,0.87965794447099,1.00115157225418,"vegetated uplands",1099.60447995825,4.35551264249962,"A"
"gtm","gtmfm","gtmpcmet",29.737041,0.145266493728257,0.00561876557587765,0.0578486938534795,-0.077639524923811,0.0509092199432094,0.0229073734244461,0.00290068282765544,-0.0634785337515669,-0.0351798052211192,24,52.175,6.3,91.175,7,3.475,0.032,0.009,0.014,208.395052261136,0.0364758826004191,84.2,35600.2,"Fort Matanzas","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Euhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Non-Tidal Scrub-Shrub","Mangrove Shrubland",3948.14209630122,59.3281988574402,7969.80108144001,4979.25645509695,1518.05072480863,335.242577365806,1217.30613880458,19.7139711679375,0.296239186228115,39.7950288772277,24.8625596037967,7.57997242510105,1.67394241221614,6.07828632749286,20.9897907492165,0.315410755026322,42.3704246027578,26.4715779042205,8.07052185134892,1.78227413742999,"vegetated uplands",1112.92441176872,5.91671980210766,"D"
"gtm","gtmpc","gtmpcmet",29.667071,0.0838666615055119,0.000976517578639431,0.0526823558483937,-0.136261057876869,0.0157469268050327,0.0225979365242059,0.0195216237079522,-0.051750102974034,-0.00922799695901455,24.55,26.04,5.3,69.9,8.5,6.8,0.0315,0.00855,0.033,208.395052261136,0.0364758826004191,84.2,35600.2,"Pellicer Creek","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Coastal","Pycnocline","Mesohaline Water","brackish","Warm Water","Moderately Tidal","Salt Wedge Domain","Mixed Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",282.382751888278,15.0233188197057,3543.3471169916,1408.71434895422,285.373505172279,53.833559103935,97.9297819360939,4.96575342464662,0.264187866927605,62.3104207436656,24.7725048923521,5.01834637964471,0.946673189823738,1.72211350293963,5.05276782157413,0.2688172043011,63.402279968169,25.2065909995868,5.10628235762357,0.963261648745422,"vegetated uplands",95.211472365761,1.7036503136167,"D"
"gtm","gtmpi","gtmpcmet",30.050857,-0.179023709037223,-0.00943902765907863,0.0546543930964568,-0.450731170586735,0.0887914190221426,0.00727296357133942,0.0301630786876412,-0.0513455196929056,-0.0141959603525844,24.3,44.0775,5.8,82.2,10.5,4.75,0.03875,0.0103,0.02275,208.395052261136,0.0364758826004191,84.2,35600.2,"Pine Island","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Open Water","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",1731.92436078496,5.98150656710475,3071.5036222031,4578.63461990609,1381.03249298043,117.821768891209,821.970286164069,14.7915602390504,0.0510852648712129,26.2322835113235,39.1039882147323,11.7947560381607,1.0062609150182,7.0200658168437,15.9083358888094,0.0549422467546414,28.2128437084607,42.0563733006128,12.6852703669663,1.0822344883962,"palustrine wetlands",582.767550270948,5.35292541910263,"D"
"gtm","gtmss","gtmpcmet",29.868851,0.11583673865283,0.00417702148113548,0.0572850070957919,-0.0779798283759587,0.16523591020102,0.0197521299836437,0.0117802288136495,-0.0565449861237476,0.000220345725054511,24.1,51.6,6,87.8,9,4.275,0.03475,0.015775,0.0165,208.395052261136,0.0364758826004191,84.2,35600.2,"San Sebastian","Carolinian","Carolinian",75,"Southern Coastal Plain","75d","Eastern Florida Flatwoods","Estuarine","Estuarine Tidal Riverine Open Water","Lower Water Column","Euhaline Water","high salinity","Warm Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5927.3252459828,152.458865059087,7844.53720554681,4834.65701146739,1221.4097305242,269.098243117778,1706.7463912803,26.9960941335732,0.694376249290909,35.7280655349199,22.0195198287069,5.56292943149035,1.22561209329794,7.77340272872093,29.2714845091441,0.752902383732583,38.739438071024,23.8754551075301,6.03180600399614,1.32891392457305,"vegetated uplands",1886.35384709001,9.3155639554759,"D"
"hud","hudtn","hudfsmet",42.0365457,-0.295305878871428,-0.0362893648290336,0.0375046037153238,0.00139997452708336,-0.142642177955387,-0.0212020192202177,0.0201007660235305,0.00434965847741707,0.00308592823591578,16.9,0.24,8.55,88,11,3,0.035,0.314,0.0096,-145.283076009902,-0.101896701462229,78.1,21133,"Tivoli North Bay","Virginian","Virginian",59,"Northeastern Coastal Zone","59i","Hudson Valley","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Fresh Water","fresh","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",2615.309417861,4706.81969669229,16827.5081260991,2488.65449392265,0,437.206398614462,3264.44198519998,8.62002168644962,15.5136090523772,55.4632212866488,8.20256890492094,0,1.44102591141722,10.7595531581862,9.6593215201279,17.3840557744812,62.1503177645021,9.19153724035099,0,1.61476770053781,"vegetated uplands",864.275367718635,3.192094060346,"A"
"hud","hudts","hudfsmet",42.0270378,-0.198500042202775,-0.0242750584317992,0.0309779663982646,0.00152858751103206,-0.225732407197356,-0.0358761355797129,0.0206908944014885,-0.00571647123847612,0.00234228058806457,16.6,0.24,8.7,89.4,9,2.755,0.03,0.32,0.0098,-145.283076009902,-0.101896701462229,78.1,21133,"Tivoli South Bay","Virginian","Virginian",59,"Northeastern Coastal Zone","59i","Hudson Valley","Estuarine","Estuarine Tidal Riverine Coastal","Lower Water Column","Fresh Water","fresh","Moderate Water","Moderately Tidal","Well-mixed Domain","Semi-diurnal Tidal Flow","River","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",2615.309417861,4706.81969669229,16827.5081260991,2488.65449392265,0,437.206398614462,3264.44198519998,8.62002168644962,15.5136090523772,55.4632212866488,8.20256890492094,0,1.44102591141722,10.7595531581862,9.6593215201279,17.3840557744812,62.1503177645021,9.19153724035099,0,1.61476770053781,"vegetated uplands",864.275367718635,3.192094060346,"A"
"jac","jacb6","jacncmet",39.5079,-0.256783120661801,-0.0333440999618176,0.0458767610433203,0.0444471835855847,-0.0320130648559376,0.0373222340503246,-0.0260674110598426,-0.0200779116849325,-0.0904083878148056,15.7,45.705,8.25,97.9,9,4.595,0.0155,0.00600478518493642,0.0235,-231.335926991993,0.0528512796199389,91.7,28897.3,"Buoy 126","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84c","Barrier Islands/Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5899.0869707991,7459.00824157205,30288.6799981514,27423.8165621278,8592.0864216342,381.077610246127,6985.91280356786,6.77824822861633,8.57064994141314,34.802706344366,31.5108824389754,9.87259466691187,0.437870919585078,8.02704746013223,7.36982780418857,9.31866348174263,37.8401534182345,34.2610317150755,10.7342369623639,0.476086618394982,"vegetated uplands",1891.62902815176,2.36324371481415,"B"
"jac","jacb9","jacncmet",39.4979417,-0.00945909865503757,-0.0126031623167801,0.0360797048481024,0.0849467774110563,-0.0957527339800809,0.0323246798317115,-0.0373999258462296,-0.00904470387019824,-0.0776784633075701,16.7,43.63,8,96.1,7,5.305,0.015,0.00865680746117485,0.02415,-231.335926991993,0.0528512796199389,91.7,28897.3,"Buoy 139","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84c","Barrier Islands/Coastal Marshes","Estuarine","Estuarine Coastal","Upper Water Column","Upper Polyhaline Water","high salinity","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5899.0869707991,7459.00824157205,30288.6799981514,27423.8165621278,8592.0864216342,381.077610246127,6985.91280356786,6.77824822861633,8.57064994141314,34.802706344366,31.5108824389754,9.87259466691187,0.437870919585078,8.02704746013223,7.36982780418857,9.31866348174263,37.8401534182345,34.2610317150755,10.7342369623639,0.476086618394982,"vegetated uplands",1891.62902815176,2.36324371481415,"B"
"jac","jacba","jacncmet",39.5937,-0.254653482708119,-0.0377186961548132,0.0235958919655578,0.0297129705939688,-0.138061428699679,0.0367012084559556,-0.0269950260465315,-0.061767906029996,-0.0103463859214343,16.1,2.99,8.4,85.35,13,2.595,0.014,0.1205,0.006,-231.335926991993,0.0528512796199389,91.7,28897.3,"Lower Bank","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84b","Pine Barrens","Estuarine","Estuarine Tidal Riverine Coastal","Upper Water Column","Mesohaline Water","brackish","Moderate Water","Minimally Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",3312.71135214486,6391.17021454024,21113.5357910331,19352.3994214372,174.715633681061,96.608286298875,543.134706773704,6.49751580417855,12.5355713377452,41.4118581129939,37.9575845049556,0.342685332467844,0.189486435826992,1.06529847183187,6.56747905822368,12.6705505187946,41.857768278811,38.366300113766,0.346375262849787,0.191526767554904,"vegetated uplands",996.986977415522,1.97653535109806,"A"
"jac","jacne","jacncmet",39.5479,-0.400272281550485,-0.0541472959430281,0.0386803977593411,0.0256222670511406,0.0288619103303444,0.0366149393503131,-0.0171479651519898,-0.0415386680065973,-0.0143109380442297,15.5,24.72,8.4,88.8,6,4.0625,0.04,0.05,0.018,-231.335926991993,0.0528512796199389,91.7,28897.3,"Chestnut Neck","Virginian","Virginian",84,"Atlantic Coastal Pine Barrens","84b","Pine Barrens","Estuarine","Estuarine Coastal","Upper Water Column","Lower Polyhaline Water","brackish","Moderate Water","Moderately Tidal","Well-mixed Domain","Mixed Semi-diurnal Tidal Flow","Local Estuary Exchange","Benthic/Attached Biota","Emergent Wetland","Emergent Tidal Marsh",5265.39503669612,7450.80105814276,29923.4603355485,27082.5924781952,4038.00379960664,141.747795159916,1777.68984126652,6.95747434049952,9.84517910183661,39.5396178278331,35.7858130165064,5.33565053083484,0.187299650030876,2.34896553245874,7.124834241067,10.0820018502816,40.4907311463002,36.6466297173753,5.46399795960009,0.191805085375858,"vegetated uplands",1616.27314847605,2.18704925099126,"A"
"job","job09","jobjbmet",17.9430556,0.959238409717761,0.0602874892726571,0.0179097201127928,0.00795917943135439,-0.398345110912917,0.0224722798706637,-0.148441520013283,-0.109514708173194,0.196059939965526,29.2,56.01,4.3,67.4,2,3.1375,0.061325,0.0028,0.003325,437.130562217282,-0.0411825573035749,53.2,39128.95,"Station 9","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Upper Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Scrub-Shrub Wetland","Mangrove Forest",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job10","jobjbmet",17.938611,0.0382400790428992,0.00182479655430033,0.000682449790204334,0.0699469988860063,-0.250009992256282,0.0414199368187851,-0.182412198813752,-0.104238380622614,0.129307655904681,29.3,55.5775,5.2,82.35,1,1.46,0.061875,0.0045,0.00156466237905407,437.130562217282,-0.0411825573035749,53.2,39128.95,"Station 10","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Reverse Estuarine Flow","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Forested Wetland","Mangrove Forest",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job19","jobjbmet",17.942914,-0.19096903979269,-0.0117918539426999,0.00022815843121155,0.0197262599689568,-0.0660234510280665,0.031795713751358,-0.208156812606297,-0.138000347712062,0.0412855654775529,28.8,54.265,6.3,98.775,1,0.57,0.041525,0.00200138124934938,0.0018,437.130562217282,-0.0411825573035749,53.2,39128.95,"Station 19","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Reverse Estuarine Flow","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"job","job20","jobjbmet",17.930317,-0.288018270994294,-0.0123148877465402,-0.00618374280966423,-0.00118997995539075,0.0165121664681043,0.0547267254720438,-0.18175274460792,-0.137080282862831,0.104636890326389,28.6,54.14,6.2,96.5,2,0.3225,0.0462,0.00260594476299242,0.00206130478157187,437.130562217282,-0.0411825573035749,53.2,39128.95,"Station 20","Greater Antilles","West Indian",,,,,"Marine","Marine Nearshore","Lower Water Column","Euhaline Water","high salinity","Very Warm Water","Minimally Tidal","Well-mixed Domain","Diurnal Tidal Flow","Marine","Benthic/Attached Biota","Aquatic Vegetation Bed","Submerged Aquatic Vascular Vegetation",1943.71142472136,2544.57462511383,4691.1008539033,188.973876081297,631.814019257455,224.932467886241,346.857828493718,18.3855263157895,24.0690789473684,44.3730263157895,1.7875,5.97631578947368,2.12763157894737,3.28092105263158,19.0092032677382,24.8855543387319,45.878255664465,1.84813587913994,6.17904539054369,2.19980545938114,"vegetated uplands",717.554742753672,7.01757667689252,"B"
"kac","kacss","kachomet",59.44099,-0.616971128364397,-0.0813530904049514,0.0521341863956215,-0.0127429872499201,-0.0398364749284447,0.0276276947346917,-0.00341447996620358,0.0391844448272533,0.00223515309579873,6.55,47.855,10.3,101.7,1,1.45,0.017725,0.127125,0.0267,47.5864003890155,0.154492125410289,33.25,17821.9,"Seldovia Surface","Gulf of Alaska","Fjord",120,"Coastal Western Hemlock-Sitka Spruce Forests",,,"Marine","Marine Nearshore","Upper Water Column","Euhaline Water","high salinity","Cold Water","Macrotidal","Salt Wedge Domain","Mixed Semi-diurnal Tidal Flow","Local Ocean Exchange","Open Water","Open Water","Open Water",135.557631388461,0,13324.2927451772,6.19016377299797,0,364.941452999105,2499.29601144841,0.830099961242126,0,81.5925653027586,0.0379060526170083,0,2.23475346158924,15.304675221793,0.98010127880839,0,96.3365634601749,0.0447557792785771,0,2.63857948173813,"vegetated uplands",44.8272672634782,0.324107625077317,"C"
"lks","lksba","lkspomet",46.721772,0.218661520131472,-0.0148742536243295,0.0707573384491262,-0.00236740356894203,-0.0775569936241607,-0.0119898652802994,0.0141977737426333,-0.0298219751853487,0.00267878287003103,15.4,0.195,9,86.75,8,9.8,0.046,0.2735,0.0065,196.048199647758,-0.189408246745694,67.1,23081.4,"Barker's Island","Great Lakes","Great Lakes",50,"Northern Lakes and Forests","50a","Lake Superior Clay Plain",,,,,"no data",,,,,,,,,9249.98259160311,4202.70388740962,35144.1331777995,23897.7184408078,0,428.929662782375,4610.07230558952,11.9302982731474,5.42049786948014,45.3276519399048,30.8224265530343,0,0.553218210360698,5.94590715407255,12.6845073001669,5.76317064517289,48.1931732775917,32.77095724428,0,0.588191532788414,"vegetated uplands",3455.89735187074,4.73907434466152,"A"
"lks","lksbl","lkspomet",46.748649,0.265527886177743,-0.00366243131915037,0.10574382824907,-0.000674177397969712,0.0262517223197266,0.0178664729412021,0.0775752272125504,-0.0409956437191647,0.00808785378358191,16.6,0.19,8.9,87.85,8,4.72,0.1255,0.21425,0.007,196.048199647758,-0.189408246745694,67.1,23081.4,"Blatnik Bridge","Great Lakes","Great Lakes",50,"Northern Lakes and Forests","50a","Lake Superior Clay Plain",,,,,"no data",,,,,,,,,9249.98259160311,4202.70388740962,35144.1331777995,23897.7184408078,0,428.929662782375,4610.07230558952,11.9302982731474,5.42049786948014,45.3276519399048,30.8224265530343,0,0.553218210360698,5.94590715407255,12.6845073001669,5.76317064517289,48.1931732775917,32.77095724428,0,0.588191532788414,"vegetated uplands",3455.89735187074,4.73907434466152,"A"
"lks","lksol","lkspomet",46.65685,-0.302184721494422,-0.0363211167182227,0.0443053834944168,0.00328212338585698,-0.124135632994625,-0.00687828598584524,0.0113156845614589,-0.0553708295108077,0.000244444150605317,18.4,0.19,8.7,92.45,7,3.85,0.01925,0.071,0.00605929172406429,196.048199647758,-0.189408246745694,67.1,23081.4,"Oliver Bridge","Great Lakes","Great Lakes",50,"Northern Lakes and Forests","50a","Lake Superior Clay Plain",,,,,"no data",,,,,,,,,3461.76214950867,4105.40007709137,29101.3509445919,20075.2575348262,0,235.643537782972,1672.94392393581,5.902170445745,6.99954819438043,49.616676726563,34.2275369004158,0,0.401763109181505,2.85230462371427,6.07546110371832,7.20505840850761,51.0734470173285,35.2324743966813,0,0.413559073764273,"vegetated uplands",1185.44093537994,2.08047230936373,"A"
"mar","marab","marcemet",27.9798,-0.142719209905114,-0.0175714907061831,0.0330818141008572,-0.0252547319521604,0.055417540019165,0.0381032768284006,0.133108697486495,0.147085641448332,0.103833281971334,24.3,45.39,7,97.2,9,5.6,0.00285,0.00113730031821877,0.01745,125.501235589853,0.0745920341241532,43.6,38410.25,"Aransas Bay","Northern Gulf of Mexico","Louisianan",34,"Western Gulf Coastal Plain","34h","Mid-Coast Barrier Islands and Coastal Marshes","Estuarine","Estuarine Coastal","Lower Water Column","Upper Polyhaline Water","high salinity","Warm Water","Microtidal","Well-mixed Domain","Diurnal Tidal Flow","Local Estuary Exchange","Open Water","Open Water","Open Water",3718.27140787594,20291.0090856533,21849.9566228195,10310.3089592328,9185.36841020816,4124.66609243202,28090.5458871115,3.81087074761254,20.7963336942714,22.3941050548733,10.5670755309476,9.41411961116165,4.22738623168386,28.7901091294497,5.35160312847575,29.2042768778795,31.4480260833185,14.8393367856118,13.2202415929484,5.93651553176603,"vegetated uplands",1430.97604188749,2.05956344292617,"B"
