"","station","parameter","Slope","std.error","conf.low","conf.high","statistic","p.value","Intercept","Seas_edf","Seas_ref.df","Seas_stat","Seas_p.val","R2_adj","Dev_expl","model_error","ar1_start","threshold","model_refit","ar1_end","ts_start","ts_end","ts_length","n_points","Fall_estimate","Winter_estimate","Spring_estimate","Summer_estimate","Fall_p.value","Winter_p.value","Spring_p.value","Summer_p.value","Fall_std.error","Winter_std.error","Spring_std.error","Summer_std.error","sig_trend","sig_seasonality","sig_autocorr"
"85","sfbgcwq","do_pct_median",0.132041513020099,0.136343109295982,-0.135186070740235,0.399269096780432,0.968450211396124,0.334186641005728,-185.121664526017,5.91402779748723,10,22.9582275439737,0,0.66805172926737,0.680944971066946,FALSE,0.3002,0.146494586257515,TRUE,0.0076,2006.03835616438,2022.95342465753,16.9150684931508,179,0.413134767946621,-0.0658991908620951,0.199454462831304,0.225204330760177,0.0236031585030198,0.765916590922782,0.550728386010493,0.23670510866731,0.176178001606183,0.219915189780953,0.33145079003655,0.187786667846806,"no","yes","yes"
"86","sfbsmwq","do_pct_median",0.122445759473984,0.130027197088256,-0.13240286382969,0.377294382777658,0.941693447339896,0.347750470588289,-167.440698922208,6.85200140968326,10,3.59265985692249,5.40516747826736e-06,0.175500949246617,0.213466118076253,FALSE,0.4541,0.149882191957709,TRUE,0.0282,2008.36885245902,2022.95342465753,14.5845721985179,171,0.151767942036188,0.332057252162475,0.22755623270802,-0.0968600627987712,0.4940595443324,0.0395284193217072,0.142128719136376,0.524935279432279,0.220034428373713,0.155888949721779,0.151884967271275,0.15108214557967,"no","yes","yes"
"87","soschwq","do_pct_median",-0.113293352663651,0.108085983669834,-0.32513798789011,0.0985512825628087,-1.04817802287596,0.295675720415232,325.086678932464,3.8940649161643,10,2.25012695163779,3.71505815426332e-05,0.169353090564189,0.185776595987141,FALSE,0.4565,0.128677939671741,TRUE,-0.016,2002.28493150685,2022.95342465753,20.668493150685,232,-0.0619354706017439,-0.218950835932613,-0.115365446669545,-0.176356027296812,0.625455874839232,0.0142698729807869,0.255462541331428,0.384492152860191,0.126228604404737,0.0862302631325855,0.100409908818704,0.201255087074364,"no","yes","yes"
"88","sosvawq","do_pct_median",-0.230647793432381,0.0822997004170217,-0.39195224218818,-0.0693433446765823,-2.80253503067038,0.0054886763753693,558.626743452567,3.44345154797929,10,3.17587527551475,6.28914032851924e-07,0.201310552877371,0.215948151882017,FALSE,0.2797,0.125731748230686,TRUE,-0.0064,2002.03835616438,2022.95342465753,20.9150684931508,243,-0.103727312075231,-0.0785926389925027,-0.213116743694028,-0.492189349734087,0.468033256640583,0.271193713713284,0.0893260831283844,0.00224347713867958,0.141981048235557,0.070780022260005,0.123373593816957,0.153911020697347,"yes","yes","yes"
"89","soswiwq","do_pct_median",-0.300164361366131,0.0831788281821487,-0.463191868879388,-0.137136853852874,-3.60866302070063,0.000377757476657269,689.433225676777,7.39546279205156,10,24.8141174552946,0,0.660127542571215,0.672094116327832,FALSE,0.4659,0.126779530914778,TRUE,0.0966,2002.03835616438,2022.95342465753,20.9150684931508,239,-0.209524698389866,-0.1255103415019,-0.202109903832121,-0.65498211161733,0.146157478929985,0.0862526328053518,0.0780223314377785,8.43087127053616e-06,0.142100210426818,0.0719603940306401,0.112584933097276,0.134645375275835,"yes","yes","yes"
"90","tjrbrwq","do_pct_median",-0.930579908592541,0.228627550937823,-1.37868167430427,-0.482478142880812,-4.0702877005651,6.74170135971628e-05,1956.71174034814,2.54465944445784,10,1.41013390216604,0.000503223572339895,0.179419699637816,0.193605233314684,FALSE,0.2919,0.13655716148516,TRUE,0.0107,2004.95355191257,2022.95342465753,17.9998727449658,206,-0.223597256802132,-0.537996393246321,-1.16890044416533,-1.66090286750477,0.374643320934503,0.108883994379892,0.0188080726545984,4.84321519456014e-07,0.24964569566217,0.329329858937329,0.481358809080765,0.286631566258608,"yes","yes","yes"
"91","tjroswq","do_pct_median",-0.653562165708425,0.246961099209602,-1.13759702574167,-0.169527305675183,-2.6464174633177,0.00869846792753084,1381.17594782833,4.69642893250078,10,8.03695085243784,0,0.422956292273471,0.436833236477917,FALSE,0.4456,0.127582788354453,TRUE,0.0575,2002.03835616438,2022.95342465753,20.9150684931508,236,-0.461200656191157,-1.05244035144802,0.0287525497857454,-1.1809660051417,0.0780704615388508,0.0127659825935109,0.945408641428373,0.000124195866477721,0.25719745973815,0.408301154422484,0.418028012099119,0.287721387339588,"yes","yes","yes"
"92","tjrprwq","do_pct_median",0.340590213365356,0.182459345240946,-0.0170235319496572,0.698203958680369,1.86666357327761,0.0643557894655289,-601.804736978825,6.32910341755062,10,9.26258611247128,0,0.552719609131988,0.578115208824572,FALSE,0.4817,0.171900213019381,TRUE,-9e-04,2012.12295081967,2022.95342465753,10.8304738378622,130,0.643542246654181,0.502181764940941,-0.30665454837087,0.489040635159276,0.0302874983392837,0.0854410056465692,0.194792417434974,0.0390804525578469,0.283456380618019,0.282345681365429,0.231403903766191,0.226646090096999,"no","yes","yes"
"93","tjrsbwq","do_pct_median",0.33118121811952,0.110346705455318,0.114905649614446,0.547456786624593,3.0012787128803,0.00309305011094202,-579.462800428056,5.81038013423855,10,10.0499464689789,0,0.490070642372668,0.509673923578178,FALSE,0.3265,0.146905511570336,TRUE,0.0048,2008.03825136612,2022.95342465753,14.915173291414,178,0.419793903456874,0.257578021895151,0.223465322540588,0.483889062592405,0.0127769011174306,0.122183823612467,0.204521953387394,0.0121362142312826,0.161557924221508,0.16328247818811,0.173390391362163,0.184770129750232,"yes","yes","yes"
"94","welhtwq","do_pct_median",-0.417929381355174,0.174442250841698,-0.759829910387004,-0.0760288523233452,-2.39580365042661,0.0175790871135607,938.317212345272,4.62504013713736,8,8.57413625364807,0,0.353013446537984,0.372064782694884,FALSE,0.3877,0.141448216759521,TRUE,0.0359,2002.2,2022.95342465753,20.7534246575342,192,-0.414261923226376,0.015682690259128,-0.137280638021832,-0.814751792493367,0.0428649119788671,0.979424230535501,0.0688951487746464,0.0152207619836202,0.200076356305744,0.586795100237203,0.0740882934017226,0.32606896957622,"yes","yes","yes"
"95","welinwq","do_pct_median",0.715634261662426,0.22854591730944,0.267692494922254,1.1635760284026,3.13124937906238,0.00199223111300735,-1345.97695837334,3.91221497123788,10,2.83633730457778,2.27637396044145e-06,0.262768848911766,0.278993922816074,FALSE,0.6362,0.134294519387543,TRUE,0.0921,2002.03835616438,2022.95342465753,20.9150684931508,213,1.37064964421942,0.103693491938283,0.183895878338295,1.46595576916977,7.72866046134389e-06,0.454146212690936,0.162926995149481,0.000811316549046785,0.27651630665128,0.137492696104653,0.129892904499281,0.410640572896546,"yes","yes","yes"
"96","wellmwq","do_pct_median",-0.102291630178205,0.089081292260689,-0.276887754705442,0.0723044943490317,-1.1482953107467,0.252520767037625,303.308925686571,4.19017774599801,8,7.37333767904846,0,0.335856277974232,0.356233746957538,FALSE,0.4162,0.150322375554401,TRUE,0.0536,2002.28493150685,2022.95342465753,20.668493150685,170,-0.0423124213390641,NA,0.00149421919581931,-0.296474446291467,0.734873942773128,NA,0.984311170907807,0.0569886920739148,0.124220765117547,NA,0.0756416730707684,0.152603578921062,"no","yes","yes"
"97","welsmwq","do_pct_median",-0.234099860412733,0.0873404387867715,-0.40528397482873,-0.0629157459967356,-2.6803146820026,0.00817378699764903,567.455529220496,6.25988929924687,9,8.89399280210065,0,0.403395864846691,0.430105520111968,FALSE,0.5293,0.155435254588994,TRUE,0.1003,2004.2868852459,2022.95342465753,18.6665394116326,159,-0.333527916254308,NA,-0.152215079304556,-0.197348358175026,0.0104264185895401,NA,0.0460534416896962,0.133286328352072,0.124879352452119,NA,0.0744034070717514,0.129473943630407,"yes","yes","yes"
"98","wkbfrwq","do_pct_median",0.307841928628878,0.182250817702753,-0.0493631102214923,0.665046967479248,1.68911137140115,0.092909127584226,-533.749111264755,5.85309604858736,10,15.0027489122276,0,0.553776222276193,0.569710351905179,FALSE,0.3197,0.14219073218548,TRUE,0.0301,2002.03835616438,2022.95342465753,20.9150684931508,190,0.114395827665607,-0.0441234829600005,0.236254558420837,0.992084790157825,0.747471570202391,0.889049897455236,0.245533370196079,0.00120415263084608,0.353019605607044,0.314534863426477,0.200903640737302,0.28739647021358,"no","yes","yes"
"99","wkbmbwq","do_pct_median",0.37972095346388,0.175382849750616,0.0359768844466722,0.723465022481088,2.16509740834876,0.031752785391709,-671.639899563297,4.34610003448232,10,9.70690517213569,0,0.433471444212457,0.45047821680575,FALSE,0.191,0.146494586257515,TRUE,0.022,2003.36712328767,2022.95342465753,19.5863013698631,179,0.173036639223213,0.393957465963494,0.585013816017171,0.485426417510204,0.496725582659834,0.0708460249615462,0.0638310605058321,0.250253054245291,0.252383109272438,0.212414732415847,0.307876420753584,0.416506840605377,"yes","yes","yes"
"100","wkbmrwq","do_pct_median",0.236747230522474,0.202878139539441,-0.160886616225321,0.634381077270269,1.16694302826278,0.244892330069777,-384.188530628805,4.53182327299256,10,6.12028718485227,0,0.357001742743654,0.377559958408374,FALSE,0.304,0.148584486216493,TRUE,0.0287,2003.36712328767,2022.95342465753,19.5863013698631,174,0.092045323856643,0.487588917893385,0.178932885112227,0.612013140271832,0.813560643924216,0.138200058083382,0.511514181425573,0.041104213947308,0.387592861276139,0.322147001488516,0.270398717796781,0.290845384589834,"no","yes","yes"
"101","wkbwbwq","do_pct_median",0.208199001252739,0.152059282378664,-0.0898317157244476,0.506229718229926,1.36919626343017,0.172645333202454,-322.41796879191,5.14868095847366,10,8.81495569918977,0,0.446376586127393,0.4646689980426,FALSE,0.359,0.143326761417647,TRUE,0.0239,2002.03835616438,2022.95342465753,20.9150684931508,187,-0.0375695178744071,0.140327757497072,0.313610281229755,0.389101354694708,0.857622091846351,0.547013755564535,0.0911884944408694,0.181591649192189,0.208190490530132,0.231247445738404,0.18168610759414,0.286764821846727,"no","yes","yes"
"102","wqbcrwq","do_pct_median",-0.44069642100407,0.17712316625727,-0.787851447696018,-0.0935413943121212,-2.48807894707552,0.0136887396689996,978.121932533585,8.57356912581937,10,58.8793653793659,0,0.806575933441004,0.815695916144172,FALSE,0.2652,0.137224926648181,TRUE,0.0607,2002.45205479452,2021.70410958904,19.2520547945205,204,-0.32918295172795,-0.438631971129266,-0.354938414267591,-0.486146866803823,0.310349208927062,0.197247869702774,0.402104019264842,0.206713209584408,0.321433119032954,0.333096236141878,0.420155048906819,0.380713351606425,"yes","yes","yes"
"103","wqbmhwq","do_pct_median",-0.0598975995589465,0.0645416031180213,-0.186396817174746,0.0666016180568532,-0.928046355610618,0.354318693931469,221.895484243984,3.71483939235101,10,2.66671827599763,3.92195866028011e-06,0.163007589687956,0.179147763103054,FALSE,0.4222,0.125217505796654,TRUE,-0.0608,2002.03835616438,2022.95342465753,20.9150684931508,245,-0.100360288762575,-0.211921087131741,-0.122892229358267,0.224226984196531,0.264543699681333,0.0120737887678258,0.164124251320887,0.00476628728900079,0.089081009229648,0.0817334012167427,0.0872639761290949,0.0765341628057303,"no","yes","yes"
"104","wqbmpwq","do_pct_median",-0.322634630668027,0.0700573277130012,-0.459944469838629,-0.185324791497425,-4.6052945666118,7.68251476118695e-06,751.281669941057,3.60403172853406,10,0.787018027605461,0.0555472170354421,0.141166726134683,0.162199149758086,FALSE,-0.0217,0.14256640188162,FALSE,-0.0217,2002.03835616438,2022.95342465753,20.9150684931508,189,-0.0984993188571541,-0.599510303047315,-0.802718900773935,-0.182673171134766,0.321307403726508,0.0522685771116161,2.17250245012755e-06,0.161373401649627,0.0984522018850501,0.28727521048184,0.149157460873289,0.128800262932425,"yes","no","no"
"105","wqbslwq","do_pct_median",-0.582004383001023,0.100666169191589,-0.779306449078153,-0.384702316923892,-5.78152906457922,3.4330502157597e-08,1269.29347871366,3.81275927401691,10,4.36969805146012,0,0.383706255364497,0.400419141774356,FALSE,0.2443,0.147319914400813,TRUE,0.0953,2002.36712328767,2022.95342465753,20.5863013698631,177,-0.289588878790682,-2.46771360601373,-0.715065348335595,-0.540192160192688,0.0133449998736291,0.032890945157214,1.08523206428916e-08,0.00410531187315606,0.113033201464813,0.958481068161935,0.10378685169819,0.181120071228374,"yes","yes","yes"
"106","acefcwq","do_mgl_median",-0.0234870270848305,0.0081199126102119,-0.0394017633584584,-0.00757229081120253,-2.89252215045915,0.00419765673578142,53.057610647775,8.57722854412562,10,188.493673783829,0,0.917727865940851,0.921094232640928,FALSE,0.2124,0.127853952928916,TRUE,0.0246,2002.78630136986,2022.95342465753,20.1671232876713,235,-0.0170670887270555,-0.0513289805434672,-0.00878128094474834,-0.0105555210491965,0.604206134784064,0.0489203614196684,0.676435576230768,0.262137018405364,0.0327452349164386,0.0254974433042276,0.0209313471174573,0.00931997870534555,"yes","yes","yes"
"107","acemcwq","do_mgl_median",-0.0132560111627156,0.00732855950349254,-0.0276197238481197,0.00110770152268851,-1.80881538266807,0.0718294704503136,32.8314615927887,8.48681448937433,10,193.784973336021,0,0.920125099208067,0.923390107353437,FALSE,0.2204,0.128401509836532,TRUE,0.0232,2002.78630136986,2022.95342465753,20.1671232876713,233,-0.0152201800245774,-0.0376276277422737,0.00718020713218055,-0.00377186520952052,0.598386794642201,0.0885163160407091,0.710953483676811,0.704793238095523,0.0287398167024958,0.0216848224151738,0.0192793162267315,0.00990513625080399,"no","yes","yes"
"108","acespwq","do_mgl_median",-0.00827376933863137,0.00570756923643415,-0.0194603994813111,0.00291286080404835,-1.44961348621335,0.148537973187281,22.9523164033795,8.59085456436651,10,202.342420443668,0,0.92601434973494,0.928994371071832,FALSE,0.2624,0.126779530914778,TRUE,0.0547,2002.03835616438,2022.95342465753,20.9150684931508,239,-0.00657089912463729,-0.0244323569433049,0.00967522063833567,-0.00811955116428559,0.777945745783712,0.1325909875488,0.54766822977149,0.144280670435137,0.0231966776579833,0.0159953265234818,0.0160019200579679,0.00548480670881855,"no","yes","yes"
"109","apacpwq","do_mgl_median",0.00817186475109547,0.00838524695108063,-0.00826291727449686,0.0246066467766878,0.974552663597145,0.330781562748919,-9.23720467242779,8.35726878779093,10,76.2646581435394,0,0.832960231394226,0.839337771260893,FALSE,0.3387,0.124962739498557,TRUE,-0.0046,2002.03835616438,2022.95342465753,20.9150684931508,246,-0.0136257873823571,-0.0250702833574112,0.0370895738484109,0.0350784742457527,0.52751360237321,0.215103749818376,0.0232154731880702,0.000126523141289522,0.021440779285785,0.0199985789471324,0.0159284189248937,0.00855772783873624,"no","yes","yes"
"110","apadbwq","do_mgl_median",-0.0125431042923361,0.00648870378616426,-0.0252607300195667,0.000174521434894555,-1.93306779068595,0.0544789834556319,32.6078613762245,8.31954841905761,10,136.481960067587,0,0.897911176171144,0.901959415652302,FALSE,0.2746,0.127582788354453,TRUE,-0.0222,2002.03835616438,2022.95342465753,20.9150684931508,236,-0.0135772348853334,-0.0154490040297326,-0.0189228329181309,0.00318795738742138,0.529317336453842,0.36292488053852,0.229697462085132,0.716397397150639,0.0214494003463711,0.0168467973879533,0.0155852673790489,0.00873203994428442,"no","yes","yes"
"111","apaebwq","do_mgl_median",-0.0517102183073048,0.0164929578079237,-0.0840358216093739,-0.0193846150052357,-3.13529076527812,0.00195622716677171,110.891696228294,7.57987799878783,10,41.9895565756474,0,0.759248001502924,0.768365734015349,FALSE,0.3633,0.130664265636004,TRUE,0.0375,2002.03835616438,2022.95342465753,20.9150684931508,225,-0.0582760142560404,-0.0425186474889317,-0.0291669787691096,-0.0810665396049805,0.17692099551543,0.0750287781828902,0.291734246830011,0.000366916007989532,0.0425720160409784,0.0234220737747825,0.0274079135400519,0.0213214096670776,"yes","yes","yes"
"112","apaeswq","do_mgl_median",-0.0188389054320338,0.0134042837331509,-0.0451108187875656,0.00743300792349807,-1.40543917206424,0.161275171948325,44.5749486884941,7.84188089993152,10,57.8491896917232,0,0.799089473979012,0.806699986781433,FALSE,0.3222,0.12812685388601,TRUE,0.046,2002.03835616438,2022.95342465753,20.9150684931508,234,-0.0361897297449671,-0.0143522644215909,-0.00280807087608253,-0.0127830021465112,0.315485223276645,0.522577135995599,0.910638449340381,0.505812660153411,0.0357184091749259,0.022308648273263,0.0249109808851335,0.0190903412706507,"no","yes","yes"
"113","cbmipwq","do_mgl_median",-0.0143868481131838,0.00827875881102879,-0.0306129172194939,0.00183922099312625,-1.73780254281813,0.0836380845273417,37.5284427915283,8.92056786801278,10,203.630735931387,0,0.934659772301042,0.937465720413109,FALSE,0.358,0.128677939671741,TRUE,-0.0215,2003.28493150685,2022.95342465753,19.668493150685,232,-0.0221058222865716,-0.00282957796995814,-0.0139101253617451,-0.0113755524465825,0.490987942603887,0.882247411733503,0.546253151780837,0.215279960204013,0.0318922796190779,0.0190095364999042,0.0229157193501349,0.00907781815133797,"no","yes","yes"
"114","cbmmcwq","do_mgl_median",0.0767460630020509,0.0155373107811547,0.0462934934543819,0.10719863254972,4.93946887482851,1.74462065702309e-06,-146.709099701962,7.93581691957462,10,82.6701083604391,0,0.861218453397637,0.867602245011772,FALSE,0.3706,0.140355936191073,TRUE,0.0293,2003.28493150685,2022.95342465753,19.668493150685,195,0.10281919070153,0.0447857142954074,0.0439412744371855,0.107204285832227,0.0321302431746493,0.115363550567789,0.258625259747497,1.46922678256749e-05,0.0467428896139418,0.0271417625716991,0.038502960049017,0.0226552204139426,"yes","yes","yes"
"115","cbmocwq","do_mgl_median",-0.0338364017489159,0.0206770556405816,-0.0743626861107866,0.00668988261295481,-1.63642262888277,0.103573723445986,77.6510163466802,7.44160874708358,10,27.6343940552424,0,0.655601751951773,0.671620910249782,FALSE,0.3898,0.145282196422068,TRUE,0.0858,2003.28493150685,2022.95342465753,19.668493150685,182,0.0388338943904328,-0.00854132053687691,-0.0287902097993995,-0.120031241487043,0.135590116279689,0.858340341862863,0.28431082576746,0.0014674205031756,0.0256008666369889,0.0467449235269475,0.026631840211503,0.0359017456742493,"no","yes","yes"
"116","cbmrrwq","do_mgl_median",-0.0314374902869276,0.00755161476593475,-0.0462383832532806,-0.0166365973205747,-4.16301562796103,4.4893632988684e-05,71.946337932999,8.24121004543811,10,256.902003115382,0,0.917637796279721,0.920918513626102,FALSE,0.1171,0.128401509836532,FALSE,0.1171,2003.28493150685,2022.95342465753,19.668493150685,233,-0.00197410949709267,-0.0447538239112805,-0.0379399669155783,-0.0455012846604989,0.955144292531373,0.0592009557425359,0.159083883450971,0.000299548464499132,0.0349397456905955,0.0232107186057088,0.0265964678341739,0.0118262939928974,"yes","yes","no"
"117","cbvcbwq","do_mgl_median",-0.0282928570173459,0.00833989887373664,-0.0446387584445759,-0.0119469555901159,-3.39247003419233,0.00081351547658249,65.5570228670325,8.61275839460202,10,208.629209398039,0,0.924005918843747,0.927007952622433,FALSE,0.223,0.125473836680678,TRUE,0.0613,2002.03835616438,2022.95342465753,20.9150684931508,244,-0.0195977811873242,-0.0310324579010448,-0.0254042568579919,-0.0203648449072386,0.520719048562027,0.155518525285947,0.302864690392219,0.00389621995480334,0.0303323676463663,0.0215547673199626,0.0244451178407832,0.00678636600526167,"yes","yes","yes"
"118","cbvgiwq","do_mgl_median",-0.0124815086906378,0.00995718867079045,-0.0319972398726573,0.00703422249138171,-1.25351734342973,0.211239311405847,34.345236143267,8.41094849091677,10,115.787081183966,0,0.895658245312204,0.899597852983055,FALSE,0.4878,0.123959006460912,TRUE,0.0458,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.0165940614048773,-0.0309071600543242,-0.017952717771949,0.0259443467771123,0.483131056482579,0.0784496496227219,0.389259156946513,0.0174331500903707,0.0235156931326338,0.0172635792971297,0.0207031697801934,0.010615619568763,"no","yes","yes"
"119","cbvtcwq","do_mgl_median",-0.0277711971849502,0.010049362703786,-0.0474675861519509,-0.00807480821794953,-2.76347844172124,0.0061637195326513,64.0596562317739,8.76041532217034,10,177.059784720151,0,0.920417393763752,0.923507296155868,FALSE,0.3558,0.123959006460912,TRUE,0.0797,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.0145394330819643,-0.0630131154812418,-0.0118190299378987,-0.00286913311434903,0.629306550380138,0.00692239305650995,0.606627728057991,0.811824037553768,0.0299663047509085,0.0225422993830047,0.0228334761977018,0.0119993612004285,"yes","yes","yes"
"120","delblwq","do_mgl_median",0.0382620413290768,0.0141377423300945,0.0105525755393842,0.0659715071187694,2.70637563167563,0.00730557374024422,-68.4798688706705,8.04521769836963,10,88.6211879224618,0,0.853755964444897,0.859220580386368,FALSE,0.3243,0.125731748230686,TRUE,0.0385,2002.03835616438,2022.95342465753,20.9150684931508,243,0.0513512588479675,0.0182025941723732,0.0330660420321728,0.0662967735253356,0.165560604925028,0.456450515545725,0.353153233187632,0.000471213921948921,0.0365825846410464,0.0242668994556075,0.0353409493307825,0.0179217061641224,"yes","yes","yes"
"121","deldswq","do_mgl_median",-0.0270087833784278,0.018484122623426,-0.0632369980061648,0.00921943124930924,-1.46118828189324,0.145298195715207,62.6888359475851,7.75864038321762,10,87.1023615827189,0,0.859271790457336,0.864308737406895,FALSE,0.4216,0.125217505796654,TRUE,-0.0283,2002.12328767123,2022.95342465753,20.8301369863013,245,-0.0420021682177125,-0.00364800877684542,-0.0225915044900645,-0.0207929152610183,0.30859597332646,0.844878136094519,0.56523539209193,0.572162818616659,0.0409081734085419,0.0185570501427571,0.0390698838459926,0.036608037168042,"no","yes","yes"
"122","delllwq","do_mgl_median",-0.0438224821327628,0.0129162000195761,-0.0691377689882475,-0.0185071952772782,-3.39283086870322,0.000809321396703269,95.7568216935692,8.61015116726808,10,139.311889871847,0,0.892716752470522,0.896857323969951,FALSE,0.2571,0.123959006460912,TRUE,-0.0038,2002.03835616438,2022.95342465753,20.9150684931508,250,-0.0446064406981132,-0.0187042836560349,-0.0410583377865635,-0.0618828759562717,0.231264682105863,0.404709348359134,0.386665206293551,0.00201789655652416,0.0368902360176075,0.0222892337521142,0.0470833257308468,0.0191807158601078,"yes","yes","yes"
"123","delslwq","do_mgl_median",-0.0382500115283184,0.0114812641054581,-0.0607528756720088,-0.0157471473846281,-3.3315156917377,0.000999881180230951,84.005670988434,8.74635816670933,10,218.162041507596,0,0.931063142770009,0.933748540840643,FALSE,0.311,0.123711829731495,TRUE,0.0358,2002.03835616438,2022.95342465753,20.9150684931508,251,-0.0533326721242178,-0.0358404946693418,-0.0224300142302801,-0.0293742516020087,0.198348986299561,0.139642931678974,0.594026916797434,0.117010752075209,0.04101189580402,0.0239419962766879,0.0418605910996914,0.0184746841070839,"yes","yes","yes"
"124","elkapwq","do_mgl_median",-0.0726495841204949,0.0162125276780495,-0.104425554467831,-0.040873613773159,-4.48107695253817,1.18592683186504e-05,152.154631385634,6.55155979497169,10,17.993619662218,0,0.611686338438563,0.624312985374403,FALSE,0.4821,0.128677939671741,TRUE,-0.0315,2002.03835616438,2022.95342465753,20.9150684931508,232,-0.0563560002054674,-0.0427044952990152,-0.125187394837284,-0.0641885514834864,0.0321141046225486,0.0311369236224141,1.21110762481262e-06,0.00267836594998746,0.0256645010289439,0.0192864476207639,0.023103793063815,0.0204096560156101,"yes","yes","yes"
"125","elknmwq","do_mgl_median",0.022959622903291,0.0165894672141833,-0.00955513535921623,0.0554743811657983,1.38398796096728,0.167687003079454,-40.2030253714534,6.10730930693921,10,17.5088142249541,0,0.540269384255489,0.553827779815818,FALSE,0.3412,0.126252378814845,TRUE,0.0283,2002.03835616438,2022.95342465753,20.9150684931508,241,0.0365890108406878,0.0196057490799025,-0.0139747916148112,0.0614982398770206,0.146527997644606,0.278553476984312,0.70290859554434,0.0139603627509627,0.0248742827482087,0.017932354390618,0.0364539862486812,0.0242316050118253,"no","yes","yes"
"126","elksmwq","do_mgl_median",0.0141947985850391,0.0085467426948216,-0.00255650928194207,0.0309461064520202,1.66084309448553,0.0980938477820214,-21.6297159362106,7.66878209980002,10,38.6252479699467,0,0.72395850657927,0.733885005703302,FALSE,0.3819,0.125991256759062,TRUE,-0.0349,2002.03835616438,2022.95342465753,20.9150684931508,242,0.0231329334961711,0.00571270588439916,0.018525568984889,0.0138065026014269,0.204847064598777,0.678036619206939,0.179125432597666,0.335560746892068,0.0180369149684694,0.0136936648536394,0.0136227732223534,0.014220285894053,"no","yes","yes"
"127","elkvmwq","do_mgl_median",0.00675956045533518,0.00614234204714534,-0.00527920873779571,0.0187983296484661,1.1004858413049,0.27233352885249,-5.7619609223279,6.88372137491853,10,6.64497434419678,0,0.243490571921694,0.269851715733143,FALSE,0.1438,0.13008737864356,TRUE,0.0328,2002.03835616438,2022.95342465753,20.9150684931508,227,0.00998597509505037,0.0131504775664466,0.020743323283261,-0.018022645851899,0.324744930387761,0.188254687498272,0.120955136545704,0.201449197973637,0.0100497921306233,0.0098748388942106,0.0131612260182855,0.0139365407130343,"no","yes","yes"
"128","gndbcwq","do_mgl_median",-0.0251998701450245,0.00710769896311373,-0.0391307041256801,-0.0112690361643689,-3.54543295598228,0.000486383704558578,56.9957354327533,7.61154860455563,10,130.26450259516,0,0.860916523573544,0.866566165633126,FALSE,0.104,0.134294519387543,FALSE,0.104,2004.2868852459,2022.95342465753,18.6665394116326,213,-0.0353205767818325,-0.0221188989105271,-0.0165185027685263,-0.0250825590673777,0.232287437875567,0.391176619492667,0.367805770362727,0.0169561783302832,0.0292311108974775,0.0255667728143727,0.0181790489388411,0.0101672526244701,"yes","yes","no"
"129","gndbhwq","do_mgl_median",-0.0158195694773018,0.0181402940930712,-0.051373892568686,0.0197347536140824,-0.872067971783557,0.384132662510018,35.4853921391453,7.43623361698348,10,38.094254267268,0,0.719923339363584,0.7303737320954,FALSE,0.3007,0.13008737864356,TRUE,-0.0524,2004.03825136612,2022.95342465753,18.915173291414,227,0.00702653671401761,-0.0267165210579239,-0.0466946674060816,0.00506071968050569,0.851755297867052,0.456772943556166,0.174269361070488,0.843363090123506,0.0374228431440099,0.0356429417360163,0.033924694836272,0.0254910615276728,"no","yes","yes"
"130","gndblwq","do_mgl_median",-0.00312667772078958,0.00910479573840437,-0.0209717494546559,0.0147183940130767,-0.343409979819881,0.731633759451705,13.4725032985194,8.09343543207692,10,90.5115232275859,0,0.857359415825447,0.863261221224007,FALSE,0.2599,0.132140744880981,TRUE,-0.0031,2004.2868852459,2022.95342465753,18.6665394116326,220,-0.0190730521071293,-0.0178271884201628,0.00493108259544865,0.0221399507308442,0.51885432850833,0.470370623026974,0.784283326449585,0.0116833224405002,0.0293681453202139,0.024511618454909,0.0179241829990962,0.00848176035698167,"no","yes","yes"
"131","gndpcwq","do_mgl_median",0.00726763288990143,0.0121200476941866,-0.016487224081612,0.0310224898614149,0.599637317713475,0.549509474575307,-7.23294558315695,6.76168406618488,10,45.5363300233191,0,0.782604485462746,0.791675032579067,FALSE,0.2809,0.143326761417647,TRUE,0.0838,2005.61917808219,2022.95342465753,17.3342465753424,187,-0.0100609004974474,0.00670534898488518,0.0307629045852605,0.00960968757495269,0.753127637030388,0.777241367155374,0.236734057816325,0.455317762949985,0.031793464055222,0.0235488826965575,0.025660800237093,0.0127627586054564,"no","yes","yes"
"132","grbgbwq","do_mgl_median",-0.0586295180394523,0.0104921125308534,-0.0791936807216663,-0.0380653553572383,-5.58796122964226,1.41003613307277e-07,127.185925935393,6.26604556309235,7,48.9402116901228,0,0.774948102565002,0.787526170551454,FALSE,0.2301,0.171242848420218,TRUE,0.0669,2002.28493150685,2022.95342465753,20.668493150685,131,-0.112938542583975,NA,-0.0495941791568851,-0.0309085156628121,0.00032886485849849,NA,0.0666276765320416,0.00379571094193667,0.0284466705576917,NA,0.026397802078506,0.0100982581533341,"yes","yes","yes"
