"reserve","station","met_stn","latitude","domgl_trend","temp_trend","spcond_trend","turb_trend","chla_trend","po4f_trend","nh4f_trend","no23f_trend","temp_median","spcond_median","domgl_median","turb_median","chla_median","nh4f_median","no23f_median","po4f_median","dailyPAR_trend","precp_trend","precp_median","dailyPAR_median"
"tjr","tjrpr","tjrtlmet",32.5960833,0.0315802105553764,-0.00426737346142073,-0.121354728733499,-0.82757889234738,-0.0104699165256638,-0.0182542200625744,0.0278369936299234,-0.0155137824293948,21.1,53.68,6.25,9,2.335,0.0263,0.009725,0.03,21.5433768711283,0.0075597505508028,4,40574.7
"tjr","tjrsb","tjrtlmet",32.601,0.0216341395254568,0.0369851779080551,0.0102683682135607,-0.721007464461271,-0.0200711364011237,-0.0145766005901423,0.00730201916733555,-0.0379896435537647,21,53.54,6.5,7,2.125,0.02215,0.010475,0.0403333333333333,21.5433768711283,0.0075597505508028,4,40574.7
"wel","welht","wellfmet",43.298347,-0.0711308033698312,0.0629644964058584,0.247398304135817,-0.0237631175031194,-0.0294850713419356,-0.0332303126775447,-0.0476408359941384,0.0159151011001169,12.4,0.2,10.5,2,0.2,0.00428701783744667,0.11125,0.000487031592432167,302.233999072658,-0.00377322777289519,83.55,29190.975
"wel","welin","wellfmet",43.320089,0.0420643576122543,0.0737805564208109,-0.0729851900298196,-0.0293433565117216,-0.0128080634163474,-0.00611344352733119,-0.0447896074515548,0.0322171041095138,9.3,48.08,9.2,3,0.9,0.027,0.034,0.0125,302.233999072658,-0.00377322777289519,83.55,29190.975
"wel","wellm","wellfmet",43.340153,-0.0434120935425118,0.0790399304009831,0.590902636732947,0.060468398691157,-0.0117332154677513,-0.00248857414841329,-0.0105534335234333,0.0140366244583154,12.7,33.24,8.95,3,0.7,0.018,0.066,0.003,302.233999072658,-0.00377322777289519,83.55,29190.975
"wel","welsm","wellfmet",43.344711,-0.0880522003937623,0.0885704315058174,0.720646643598692,0.259366988938224,0.0101499500945784,-0.00647893124730946,-0.0110727212408758,0.0101296523937231,13.5,5.75,9.2,4,0.4,0.00730974813508213,0.10555,0.000839695178426077,302.233999072658,-0.00377322777289519,83.55,29190.975
"wkb","wkbfr","wkbshmet",30.4162,0.0234944269558546,0.0119243006815341,-0.17351020723464,-0.0832382255540045,0.0285535254581902,-0.0193046043478033,-0.00626848475726226,0.0103895102150297,23.95,11.97,7.05,12,18.2,0.049,0.49,8.67669042708975e-05,827.797154342092,0.0448060503368289,107.6,28938.4
"wkb","wkbmb","wkbshmet",30.3961,0.0226422765860451,0.0220360747997407,-0.143579102466441,-0.688538961083288,0.0130562311976563,-0.0301432888709322,-0.0162248326464121,0.0195353637676702,24.3,15.99,7.8,15,30.4816666666667,0.0221666666666667,0.142666666666667,0.000149011676996352,827.797154342092,0.0448060503368289,107.6,28938.4
"wkb","wkbmr","wkbshmet",30.39,0.0163293880056261,0.0258795633857881,-0.150183282152647,-0.5172160876228,0.0195706520811564,-0.0358349106871753,-0.0142531872062809,0.00378510435383055,24.9,15.495,7.3,17,28.5133333333333,0.0343333333333333,0.3405,4.86413093148016e-05,827.797154342092,0.0448060503368289,107.6,28938.4
"wkb","wkbwb","wkbshmet",30.3808,0.0110155745277796,0.0261270556741655,-0.226043030660954,-0.326310489702635,0.0121241830561949,-0.0560963111526716,-0.0156941740860234,0.0156423332115978,24.1,18.13,7.75,15,29.9033333333333,0.027,0.0703333333333333,0.000195432180437674,827.797154342092,0.0448060503368289,107.6,28938.4
"wqb","wqbcr","wqbchmet",41.5798,-0.0595593977676962,0.0870156325497433,0.0484351092182104,-0.0204346972332826,0.0112136009627177,-0.0134768727197858,-0.0117423215398099,0.00530433217492346,16.6,43.355,7.8,2,14.025,0.022,0.08125,0.009075,198.430124355777,0.0365392557435451,96.6,29020.65
"wqb","wqbmh","wqbchmet",41.5526,-0.017312791804789,0.0671310635565266,0.00868061190623151,0.0699634634876538,0.0174563294711729,-0.00309682987807922,-0.00500454111808222,-0.00815006053481124,12.9,47.86,8.8,2,2.4,0.0139,0.007525,0.015,198.430124355777,0.0365392557435451,96.6,29020.65
"wqb","wqbmp","wqbchmet",41.5689,-0.0395382560488712,0.0874455785063617,0.0244537437431299,0.018360467789271,0.0235811987280127,-0.0202500612365213,-0.0031861394321858,0.0218300910624291,16.6,46.315,8.4,1,2.87,0.01395,0.0047,0.00865,198.430124355777,0.0365392557435451,96.6,29020.65
"wqb","wqbsl","wqbchmet",41.5542,-0.0645307511147605,0.0797620909950533,0.0424733153432967,0.105466648759141,0.0294155781130193,-0.00661017455477855,-0.0141820026617261,0.0179863472727006,17.8,45.32,7.8,1,2.6,0.0155,0.002975,0.006,198.430124355777,0.0365392557435451,96.6,29020.65
