"station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"heer9nut",2022,10,0.0021,0.001,,,0.0059,1.09,0,0,,,0,0
"heer9nut",2022,11,0.0053,0.0019,,,0.00955,0.3405,0,0,,,0,0
"heer9nut",2022,12,0.0041,0.00165,,,0.0052,0.565,0,0,,,0,0
"heer9nut",2023,1,0.0037,0.00275,,,0.00915,0.53975,0,0,,,0,0
"heer9nut",2023,2,0.00155,0.002,,,0.0022,0.5495,0,1,,,1,0
"heer9nut",2023,3,0.0043,0.00375,,,0.0023,0.44975,0,0,,,0,0
"heer9nut",2023,4,0.0053,0.00305,,,0.00635,,0,0,,,0,
"heer9nut",2023,5,,,,,,,,,,,,
"heer9nut",2023,6,,,,,,,,,,,,
"heer9nut",2023,7,,,,,,,,,,,,
"heer9nut",2023,8,,,,,,,,,,,,
"heer9nut",2023,9,,,,,,,,,,,,
"heer9nut",2023,10,,,,,,,,,,,,
"heer9nut",2023,11,,,,,,,,,,,,
"heer9nut",2023,12,,,,,,,,,,,,
"heer9nut",2024,1,,,,,,,,,,,,
"heer9nut",2024,2,0.00455,0.00405,,,0.00305,0.4685,0,0,,,0,0
"heer9nut",2024,3,0.00265,0.00185,,,0.0031,0.5155,0,0,,,0,0
"heer9nut",2024,4,0.00185,0.00245,,,0.00595,0.26775,0,0,,,0,0
"heer9nut",2024,5,0.004,0.00585,,,0.013,0.66325,0,0,,,0,0
"heer9nut",2024,6,0.03665,0.0194,,,0.0416,0.8295,0,0,,,0,0
"heer9nut",2024,7,0.0047,0.01235,,,0.0208,0.7865,0,0,,,0,0
"heer9nut",2024,8,0.0049,0.01075,,,0.0186,1.255,0,0,,,0,0
"heer9nut",2024,9,0.0075,0.006,,,0.01385,1.44625,0,0,,,0,0
"heer9nut",2024,10,0.00665,0.0146,,,0.02205,1.2705,0,0,,,0,0
"heer9nut",2024,11,0.00615,0.0031,,,0.02185,0.56525,0,0,,,0,0
"heer9nut",2024,12,0.0061,0.0057,,,0.0207,0.5,0,0,,,0,0
"heew2nut",2019,1,0.0091,0.0092,,,0.0406,1.22,0,0,,,0,0
"heew2nut",2019,2,0.0087,0.0077,,,0.014,1.05,0,0,,,0,0
"heew2nut",2019,3,0.0097,0.0083,,,0.0241,0.98,0,0,,,0,0
"heew2nut",2019,4,0.0118,0.0055,,,0.0131,1.3,0,0,,,0,0
"heew2nut",2019,5,0.0111,0.0096,,,0.0061,1.44,0,0,,,0,0
"heew2nut",2019,6,0.0093,0.0039,,,0.0014,1.11,0,0,,,0,0
"heew2nut",2019,7,0.0141,4e-04,,,4e-04,1.24,0,1,,,0,0
"heew2nut",2019,8,0.0138,0.0104,,,6e-04,1.65,0,0,,,0,0
"heew2nut",2019,9,0.0106,0.0214,,,0.0213,1.08,0,0,,,0,0
"heew2nut",2019,10,0.015,0.0013,,,5e-04,0.47,0,0,,,0,0
"heew2nut",2019,11,0.014,0.0047,,,0.0023,0.99,0,0,,,0,0
"heew2nut",2019,12,0.0122,0.0116,,,0.0041,1.36,0,0,,,0,0
"heew2nut",2020,1,0.0111,0.00345,,,0.01515,0.785,0,0,,,0,0
"heew2nut",2020,2,0.0086,4e-04,,,0.0029,0.62,0,1,,,0,0
"heew2nut",2020,3,0.0075,0.00125,,,0.00295,0.97,0,0,,,0,0
"heew2nut",2020,4,0.017,0.0016,,,3e-04,,0,0,,,0,
"heew2nut",2020,5,0.0073,0.00925,,,0.00105,1.21,0,0,,,0,0
"heew2nut",2020,6,0.01255,0.00445,,,0.00155,0.81,0,0,,,0,0
"heew2nut",2020,7,0.0196,0.01295,,,8e-04,1.27,0,0,,,0,0
"heew2nut",2020,8,0.01195,0.017,,,0.00075,1.025,0,0,,,0,0
"heew2nut",2020,9,0.01135,0.0137,,,0.00085,1.845,0,0,,,0,0
"heew2nut",2020,10,0.0124,0.0136,,,0.000675,1.135,0,0,,,0,0
"heew2nut",2020,12,0.01245,0.01085,,,0.0013,0.80125,0,0,,,0,0
"heew2nut",2021,1,0.01285,0.0167,,,0.00245,1.3625,0,0,,,0,0
"heew2nut",2021,2,0.0149,0.0019,,,0.0017,0.77,0,0,,,0,0
"heew2nut",2021,3,0.0174,0.00135,,,9e-04,1.56,0,0,,,0,0
"heew2nut",2021,4,0.0174,0.00135,,,9e-04,0.7275,0,0,,,0,0
"heew2nut",2021,5,0.0145,0.0195,,,0.00165,1.04,0,0,,,0,0
"heew2nut",2021,6,0.011,0.06155,,,0.00095,1.1875,0,0,,,0,0
"heew2nut",2021,7,0.01565,0.02595,,,8e-04,0.5575,0,0,,,0,0
"heew2nut",2021,8,0.01245,0.0154,,,9e-04,3.1275,0,0,,,0,0
"heew2nut",2021,9,0.0129,0.0103,,,6e-04,1.28,0,0,,,0,0
"heew2nut",2021,10,0.0146,0.01045,,,4e-04,0.5925,0,0,,,0,0
"heew2nut",2021,11,0.0111,0.0145,,,0.002,0.8425,0,0,,,0,0
"heew2nut",2021,12,0.0251,0.0197,,,0.0026,0.83,0,0,,,0,0
"heew2nut",2022,1,0.0191,0.0129,,,0.00625,0.735,0,0,,,0,0
"heew2nut",2022,2,0.021,0.01015,,,9e-04,0.4875,0,0,,,0,0
"heew2nut",2022,3,0.0128,0.0058,,,7e-04,1.5575,0,0,,,0,0
"heew2nut",2022,4,0.00665,0.0083,,,3e-04,1.165,0,0,,,0,0
"heew2nut",2022,5,0.0121,0.00735,,,8e-04,0.9325,0,0,,,0,0
"heew2nut",2022,6,0.00525,0.0088,,,0.0017,0.8225,0,0,,,0,0
"heew2nut",2022,7,0.0097,0.00935,,,0.0023,0.845,0,0,,,0,0
"heew2nut",2022,8,0.0109,0.00885,,,0.0012,0.454,0,0,,,0,0
"heew2nut",2022,9,0.00725,0.0176,,,0.0013,0.6825,0,0,,,0,0
"heew2nut",2022,10,0.01445,0.01085,,,0.00055,0.8,0,0,,,0,0
"heew2nut",2022,11,0.0193,0.0153,,,0.00025,0.6275,0,0,,,0,0
"heew2nut",2022,12,0.01105,0.00535,,,0.00065,0.955,0,0,,,0,0
"heew2nut",2023,1,0.02335,0.0021,,,0.01045,1.265,0,0,,,0,0
"heew2nut",2023,2,0.01465,0.00655,,,0.0038,0.38425,0,0,,,0,0
"heew2nut",2023,3,0.01415,0.00535,,,0.00205,0.298,0,0,,,0,0
"heew2nut",2023,4,0.01155,0.0051,,,0.0028,,0,0,,,0,
"heew2nut",2023,5,,,,,,,,,,,,
"heew2nut",2023,6,,,,,,,,,,,,
"heew2nut",2023,7,,,,,,,,,,,,
"heew2nut",2023,8,,,,,,,,,,,,
"heew2nut",2023,9,,,,,,,,,,,,
"heew2nut",2023,10,,,,,,,,,,,,
"heew2nut",2023,11,,,,,,,,,,,,
"heew2nut",2023,12,,,,,,,,,,,,
"heew2nut",2024,1,,,,,,,,,,,,
"heew2nut",2024,2,0.0104,0.00225,,,0.0024,0.7925,0,0,,,0,0
"heew2nut",2024,3,0.00925,0.00165,,,0.002,0.5375,0,0,,,0,0
"heew2nut",2024,4,0.0132,0.0013,,,0.002,0.68675,0,1,,,0,0
"heew2nut",2024,5,0.01605,0.00345,,,0.00715,0.273,0,0,,,0,0
"heew2nut",2024,6,0.0104,0.0055,,,0.00915,0.743,0,0,,,0,0
"heew2nut",2024,7,0.0056,0.0207,,,0.0279,1.04575,0,0,,,0,0
"heew2nut",2024,8,0.0068,0.04295,,,0.0112,0.5275,0,0,,,0,0
"heew2nut",2024,9,0.01395,0.05415,,,0.03985,0.6755,0,0,,,0,0
"heew2nut",2024,10,0.01265,0.02695,,,0.0416,0.663,0,0,,,0,0
"heew2nut",2024,11,0.01245,0.0134,,,0.0217,0.9925,0,0,,,0,0
"heew2nut",2024,12,0.01265,0.01495,,,0.013,0.4885,0,0,,,0,0
"owcbrnut",2002,3,0.00675,0.0505,0.0071,3.481,3.488,3.17,0,0,0,0,0,0
"owcbrnut",2002,4,0.014025,0.07875,0.012625,5.26575,5.27825,4.09,0,0,0,0,0,0
"owcbrnut",2002,5,0.008225,0.149,0.017675,4.4085,4.42625,4.4225,0,0,0,0,0,0
"owcbrnut",2002,6,0.0202,0.262666666666667,0.0329166666666667,4.55583333333333,4.58883333333333,2.805,0,0,0,0,0,0
"owcbrnut",2002,7,0.0258625,0.2685,0.0114375,0.898125,0.909625,5.24666666666667,0,0,0,0,0,0
"owcbrnut",2002,8,0.0241375,0.035125,0.0090375,1.603375,1.6125,2.295,0,1,0,0,0,0
"owcbrnut",2002,9,0.1823125,0.05525,0.038275,3.40375,3.442,1.71125,0,1,0,0,0,0
"owcbrnut",2002,10,0.027325,0.014,0.010725,2.55625,2.567,1.42,0,1,0,0,0,0
"owcbrnut",2002,11,0.02185,0.014,0.01505,5.5005,5.5155,0.485,0,1,0,0,0,1
"owcbrnut",2002,12,0.033,0.0275,0.0101,8.1655,8.1755,0.5,0,1,0,0,0,0
"owcbrnut",2003,3,0.01595,0.0565,0.00875,4.996,5.005,2.335,0,0,0,0,0,0
"owcbrnut",2003,4,0.01645,0.05,0.00795,4.719,4.727,2.335,0,0,0,0,0,0
"owcbrnut",2003,5,0.01215,0.05525,0.01665,2.528,2.545,4.84,0,0,0,0,0,0
"owcbrnut",2003,6,0.0282166666666667,0.0778333333333333,0.0257833333333333,7.6185,7.64416666666667,2.69,0,0,0,0,0,0
"owcbrnut",2003,7,0.037125,0.04925,0.0142,3.222,3.236,1.29,0,0,0,0,0,0
"owcbrnut",2003,8,0.036425,0.04,0.0019,0.487,0.489,1.87,0,0,0,0,0,0
"owcbrnut",2003,9,0.140375,0.0275,0.002575,0.9125,0.91475,2.2525,0,0,0,0,0,0
"owcbrnut",2003,10,0.0399,0.01575,0.00795,2.29175,2.2995,1.5675,0,1,0,0,0,0
"owcbrnut",2003,11,0.0089,0.0155,0.0015,1.691,1.693,1.17,0,0,0,0,0,0
"owcbrnut",2003,12,0.036875,0.027,0.004675,5.68975,5.69425,1.085,0,0,0,0,0,0
"owcbrnut",2004,3,0.008925,0.017,0.0119,4.05475,4.06675,5.09,0,1,0,0,0,0
"owcbrnut",2004,4,0.008,0.036,0.0191,2.8965,2.9155,5.695,0,0,0,0,0,0
"owcbrnut",2004,5,0.0081,0.0445,0.02165,2.7635,2.7855,6.41,0,0,0,0,0,0
"owcbrnut",2004,6,0.03365,0.04125,0.019175,4.757,4.776,2.0025,0,0,0,0,0,0
"owcbrnut",2004,7,0.02965,0.03225,0.008575,1.73675,1.74525,1.1125,0,0,0,0,0,0
"owcbrnut",2004,8,0.03625,0.03175,0.007425,2.2225,2.22975,0.9175,0,0,0,0,0,0
"owcbrnut",2004,9,0.03155,0.03225,0.00365,0.43075,0.43425,1.42,0,0,0,0,0,0
"owcbrnut",2004,10,0.021325,0.01975,0.004375,0.39975,0.40425,2.2525,0,1,0,0,0,0
"owcbrnut",2004,11,0.028475,0.0275,0.020025,4.802,4.822,0.92,0,0,0,0,0,0
"owcbrnut",2004,12,0.01545,0.0155,0.00505,5.803,5.808,0.5,0,0,0,0,0,0
"owcbrnut",2005,3,0.006,0.0285,0.007,3.0925,3.0995,6.345,0,0,0,0,0,0
"owcbrnut",2005,4,0.0375,0.0315,0.011,3.419,3.43,3.56,0,0,0,0,0,0
"owcbrnut",2005,5,0.00725,0.049,0.01475,2.44025,2.455,3.7075,0,0,0,0,0,0
"owcbrnut",2005,6,0.01,0.116,0.0175,0.222,0.2395,2.005,0,0,0,0,0,0
"owcbrnut",2005,7,0.015,0.037,0.003,0.2525,0.2555,18.155,0,0,0,0,0,0
"owcbrnut",2005,8,0.0236666666666667,0.0385,0.0108333333333333,0.758833333333333,0.769666666666667,1.49866666666667,0,0,0,0,0,1
"owcbrnut",2005,9,0.04075,0.05275,0.019,3.72575,3.74475,3.175,0,0,0,0,0,0
"owcbrnut",2005,10,0.0175,0.0225,0.00825,3.837,3.84525,0.7525,0,0,0,0,0,0
"owcbrnut",2005,11,0.007,0.019,0.01,3.7975,3.8075,1.17,0,0,0,0,0,0
"owcbrnut",2005,12,0.014,0.0245,0.01,4.637,4.647,5.34,0,0,0,0,0,0
"owcbrnut",2006,3,0.01235,0.064,0.025,3.4585,3.4835,11.44,0,0,0,0,0,0
"owcbrnut",2006,4,0.007,0.046,0.02,2.1155,2.1355,5.5875,0,0,0,0,0,0
"owcbrnut",2006,5,0.033975,0.14575,0.062,8.172,8.234,17.155,0,0,0,0,0,0
"owcbrnut",2006,6,0.02175,0.047,0.0255,4.03825,4.06375,0.95,0,0,0,0,0,0
"owcbrnut",2006,7,0.0247,0.0315,0.0095,2.01925,2.02875,1.205,0,0,0,0,0,0
"owcbrnut",2006,8,0.032125,0.03375,0.00375,0.5595,0.3785,0.8275,0,0,1,0,0,0
"owcbrnut",2006,9,0.0335,0.0275,0.00325,0.492,0.3195,1.2525,0,0,1,0,0,0
"owcbrnut",2006,10,0.042325,0.0235,0.00525,4.455,2.498,0.67,0,0,1,0,0,0
"owcbrnut",2006,11,0.05975,0.0285,0.01,4.121,4.131,1.865,0,0,0,0,0,0
"owcbrnut",2006,12,0.018375,0.021,0.005,3.77725,3.78225,0.6275,0,0,0,0,0,0
"owcbrnut",2007,3,0.01045,0.0235,0.00765,2.64,2.648,4.34,0,0,0,0,0,0
"owcbrnut",2007,4,0.0046,0.0175,0.00835,4.987,4.995,1.67,0,0,0,0,0,0
"owcbrnut",2007,5,0.004925,0.049,0.01325,1.6375,1.6505,6.0075,0,0,0,0,0,0
"owcbrnut",2007,6,0.038725,0.26475,0.075475,7.99675,8.0725,6.275,0,0,0,0,0,0
"owcbrnut",2007,7,0.02415,0.044,0.0032,0.1585,0.1615,3.085,0,0,0,0,0,0
"owcbrnut",2007,8,0.0367,0.05125,0.010825,1.17275,1.1835,2.9925,0,0,0,0,0,0
"owcbrnut",2007,9,0.01495,0.033,0.0028,0.646,0.649,0.746,0,0,0,0,0,1
"owcbrnut",2007,10,0.022275,0.029,0.01255,1.954,1.96675,1.0805,0,0,0,0,0,1
"owcbrnut",2007,11,0.0197,0.0255,0.01015,3.913,3.923,0.746,0,0,0,0,0,1
"owcbrnut",2007,12,0.08135,0.033,0.00785,4.1295,4.1375,0.95,0,0,0,0,0,0
"owcbrnut",2008,3,0.0145,0.03,0.00555,2.4305,2.436,2,0,0,0,0,0,0
"owcbrnut",2008,4,0.0088,0.017,0.00575,2.5085,2.514,2.8,0,0,0,0,0,0
"owcbrnut",2008,5,0.010325,0.054,0.036625,2.46675,2.50325,1.775,0,0,0,0,0,0
"owcbrnut",2008,6,0.0364,0.0575,0.01845,1.0975,1.1155,1,0,0,0,0,0,0
"owcbrnut",2008,7,0.0187,0.02875,0.0106,2.62,2.63075,1.3,0,0,0,0,0,0
"owcbrnut",2008,8,0.01405,0.0385,0.00275,0.1625,0.1655,6.65,0,0,0,0,0,0
"owcbrnut",2008,9,0.018675,0.02025,0.0022,0.0935,0.096,7.875,0,0,0,0,0,0
"owcbrnut",2008,10,,0.008,0.00125,0.0215,0.0225,1.4,,0,0,0,0,0
"owcbrnut",2008,11,0.02055,0.0065,0.005575,2.84825,2.85375,0.3555,0,1,0,0,0,1
"owcbrnut",2008,12,0.0319,0.0225,0.0099,5.022,5.032,0.45,0,0,0,0,0,0
"owcbrnut",2009,3,0.0153,0.029,0.0064,3.169,3.175,0.4821,0,0,0,0,0,1
"owcbrnut",2009,4,0.00265,0.041,0.020575,2.50825,2.52925,3.03285,0,0,0,0,0,0
"owcbrnut",2009,5,0.0017,0.077,0.02835,2.736,2.764,3.83815,0,0,0,0,0,0
"owcbrnut",2009,6,0.0175,0.06525,0.022375,2.097,2.1195,2.11855,0,0,0,0,0,0
"owcbrnut",2009,7,0.01655,0.0605,0.00525,0.3295,0.3345,7.3266,0,0,0,0,0,0
"owcbrnut",2009,8,0.013775,0.0485,0.0036,0.228,0.23175,3.3375,0,0,0,0,0,0
"owcbrnut",2009,9,0.0075,0.0495,0.00235,0.082,0.084,2.8754,0,0,0,0,0,0
"owcbrnut",2009,10,0.01235,0.007,0.00485,0.803,0.808,1.5853,0,0,0,0,0,0
"owcbrnut",2009,11,0.013125,0.0085,0.004675,0.0106666666666667,0.012025,0.7696,0,0,0,0,1,0
"owcbrnut",2009,12,0.0111,0.0675,0.01405,2.5,2.514,0.5831,0,0,0,0,0,0
"owcbrnut",2010,3,0.01845,0.0135,0.0091,5.0175,5.0265,0.835,0,0,0,0,0,0
"owcbrnut",2010,4,0.0059,0.0275,0.01285,3.488,3.501,0.98,0,0,0,0,0,0
"owcbrnut",2010,5,0.0103,0.02625,0.024075,6.1625,6.1865,1.4575,0,0,0,0,0,0
"owcbrnut",2010,6,0.0737,0.344,0.19745,10.9475,11.145,4.805,0,0,0,0,0,0
"owcbrnut",2010,7,0.053625,0.01635,0.00955,1.6285,1.638,1.09,0,1,0,0,0,0
"owcbrnut",2010,8,0.01905,0.0325,0.00505,0.1425,0.1475,3.24,0,0,0,0,0,0
"owcbrnut",2010,9,0.029925,0.04225,0.0027,0.07625,0.07925,3.545,0,0,0,0,0,0
"owcbrnut",2010,10,0.0309,0.00865,0.0147,3.10225,3.11725,1.31,0,1,0,0,0,0
"owcbrnut",2010,11,0.005,0.0042,0.0076,2.408,2.4155,4.925,0,1,0,0,0,0
"owcbrnut",2010,12,0.0044,0.0042,0.00685,3.989,3.9955,0.403,0,1,0,0,0,1
"owcbrnut",2011,3,0.0137,0.028,0.00555,3.54,3.546,0.635,0,0,0,0,0,0
"owcbrnut",2011,4,0.0083,0.021,0.00815,3.0885,3.0965,1.37,0,0,0,0,0,0
"owcbrnut",2011,5,0.00625,0.0135,0.0075,2.776,2.784,1.77,0,0,0,0,0,0
"owcbrnut",2011,6,0.029475,0.038,0.019725,4.75775,4.7775,1.0225,0,0,0,0,0,0
"owcbrnut",2011,7,0.0221,0.042,0.00335,0.2125,0.216,1.065,0,0,0,0,0,0
"owcbrnut",2011,8,0.023175,0.04025,0.004375,0.37975,0.38425,3.2225,0,0,0,0,0,0
"owcbrnut",2011,9,0.08485,0.022,0.0155,3.2465,3.262,1.065,0,0,0,0,0,0
"owcbrnut",2011,10,0.0757,0.0315,0.01,3.4425,3.4525,0.7,0,0,0,0,0,0
"owcbrnut",2011,11,0.0134,0.0115,0.0048,3.5055,3.5105,0.94,0,0,0,0,0,0
"owcbrnut",2011,12,0.02955,0.009,0.0063,4.692,4.698,0.655,0,0,0,0,0,0
"owcbrnut",2012,3,0.0019,0.031,0.01005,2.491,2.501,12.195,0,0,0,0,0,0
"owcbrnut",2012,4,0.0012,0.044,0.0094,0.975,0.984,4.675,0,0,0,0,0,0
"owcbrnut",2012,5,0.00555,0.086,0.03205,1.612,1.644,1.67,0,0,0,0,0,0
"owcbrnut",2012,6,0.0063,0.0795,0.0061,0.182,0.188,11.015,0,0,0,0,0,0
"owcbrnut",2012,7,0.023975,0.06925,0.0101,0.71825,0.72825,7.7475,0,0,0,0,0,0
"owcbrnut",2012,8,0.02495,0.04,0.0096,0.4075,0.4175,6.575,0,0,0,0,0,0
"owcbrnut",2012,9,0.0229,0.0255,0.0092,1.337,1.346,3.23,0,0,0,0,0,0
"owcbrnut",2012,10,0.038775,0.00425,0.006075,0.938,0.47615,0.4925,0,1,0,0,1,0
"owcbrnut",2012,11,0.031725,0.02075,0.00605,3.433,3.439,0.50645,0,0,0,0,0,1
"owcbrnut",2012,12,0.0101,0.018,0.0061,3.422,3.428,9.42,0,0,0,0,0,0
"owcbrnut",2013,4,0.00425,0.02,0.01,2.289,2.299,3.71,0,0,0,0,0,0
"owcbrnut",2013,5,0.005875,0.07425,0.024,1.1525,1.1765,0.9,0,0,0,0,0,0
"owcbrnut",2013,7,0.04745,0.028,0.0155,4.5295,4.545,1.57,0,0,0,0,0,0
"owcbrnut",2013,8,0.02655,0.01975,0.0035,0.60325,0.60675,0.7975,0,1,0,0,0,0
"owcbrnut",2013,9,0.1341,0.02925,0.0055,1.231,1.2365,0.6425,0,0,0,0,0,0
"owcbrnut",2013,10,0.03865,0.005,0.005,1.034,1.039,0.345,0,0,0,0,0,0
"owcbrnut",2013,11,0.03525,0.0175,0.007,3.2095,3.21625,0.3425,0,0,0,0,0,0
"owcbrnut",2014,3,0.02375,0.008,0.0115,2.9385,2.95,10.88,0,0,0,0,0,0
"owcbrnut",2014,4,,0.0195,0.011,1.487,1.498,39.25,,0,0,0,0,0
"owcbrnut",2014,5,0.00715,0.009,0.008,1.5955,1.6035,22.975,0,0,0,0,0,0
"owcbrnut",2014,6,0.060225,0.04225,0.0465,3.25225,3.29875,4.3625,0,1,0,0,0,0
"owcbrnut",2014,7,0.031925,0.03625,0.0075,1.3295,1.337,0.7975,0,0,0,0,0,0
"owcbrnut",2014,8,0.02875,0.0385,0.004,0.2,0.204,1.505,0,0,0,0,0,0
"owcbrnut",2014,9,,0.027,0.014,1.481,1.495,2.245,,0,0,0,0,0
"owcbrnut",2014,10,0.0424,0.00683333333333333,0.00283333333333333,0.396833333333333,0.399833333333333,0.678333333333333,0,1,0,0,0,0
"owcbrnut",2014,11,0.02785,0.008,0.007,2.538,2.545,0.47,0,0,0,0,0,0
"owcbrnut",2014,12,0.00645,0.014,0.007,2.45825,2.46525,0.885,0,0,0,0,0,0
"owcbrnut",2015,3,0.01135,0.023,0.007,2.41,2.417,1.77,0,0,0,0,0,0
"owcbrnut",2015,4,0.00775,0.026,0.01,2.163,2.173,9.845,0,0,0,0,0,0
"owcbrnut",2015,5,0.016175,0.17075,0.035,0.343,0.37825,4.2675,0,0,0,0,0,0
"owcbrnut",2015,6,0.0427,0.078,0.0435,4.75725,4.801,1.175,0,0,0,0,0,0
"owcbrnut",2015,7,0.0317,0.02,0.011,4.5525,4.5635,1.085,0,0,0,0,0,0
"owcbrnut",2015,8,0.017675,0.03425,0.0035,0.43375,0.43725,1.0975,0,0,0,0,0,0
"owcbrnut",2015,9,0.03885,0.032,0.0045,0.4625,0.467,1,0,0,0,0,0,0
"owcbrnut",2015,10,0.02615,0.0155,0.001,0.0355,0.0365,0.67,0,0,0,0,0,0
"owcbrnut",2015,11,0.02465,0.0165,0.014,1.749,1.763,0.8325,0,0,0,0,0,0
"owcbrnut",2015,12,0.008775,0.02175,0.003,1.40925,1.41225,2.5875,0,0,0,0,0,0
"owcbrnut",2016,1,0.0226,0.036,0.006,4.687,4.693,0.435,0,0,0,0,0,0
"owcbrnut",2016,3,0.00955,0.0185,0.004,2.9055,2.9105,1.37,0,0,0,0,0,0
"owcbrnut",2016,4,0.03145,0.0255,0.0075,2.843,2.8505,2.475,0,0,0,0,0,0
"owcbrnut",2016,5,0.01565,0.09725,0.0435,2.226,3.133,2.2275,0,0,0,0,0,0
"owcbrnut",2016,6,0.02485,0.068,0.012,0.0565,0.442,1.14,0,0,0,0,0,0
"owcbrnut",2016,7,0.02515,0.05475,0.005,0.15325,0.15825,4.9525,0,0,0,0,0,0
"owcbrnut",2016,8,0.03045,0.07,0.007,0.063,0.367,3.34,0,0,0,0,0,0
"owcbrnut",2016,9,0.02345,0.0495,0.004,0.045,0.199,5.505,0,0,0,0,0,0
"owcbrnut",2016,10,0.032675,0.019,0.03975,3.38025,3.42,2.5025,0,0,0,0,0,0
"owcbrnut",2016,11,0.01915,0.0075,0.001,,0.006,1.5,0,0,0,,1,0
"owcbrnut",2016,12,0.01145,0.0135,0.002,0.1095,0.2155,4.34,0,0,0,0,0,0
"owcbrnut",2017,2,0.014,0.0145,0.0062,6.1015,6.1355,0.605,0,0,0,0,0,0
"owcbrnut",2017,3,0.008,0.0125,0.00435,4.013,4.017,0.765,0,0,0,0,0,0
"owcbrnut",2017,4,0.012,0.0225,0.0114,3.895,3.906,5.175,0,0,0,0,0,0
"owcbrnut",2017,5,0.017,,0.0113,4.7625,4.7735,3.17,0,,0,0,0,0
"owcbrnut",2017,6,0.0255,0.0335,0.0232,4.409,4.432,1.055,0,0,0,0,0,0
"owcbrnut",2017,7,0.029,0.029,0.01,4.4075,4.41775,1.05,0,0,0,0,0,0
"owcbrnut",2017,8,0.019,0.0375,9e-04,0.3205,0.3215,1.335,0,0,0,0,0,0
"owcbrnut",2017,9,,0.013,0.00185,0.1005,0.1025,7.34,,0,0,0,0,0
"owcbrnut",2017,10,0.0265,0.0235,0.00115,0.0485,0.0495,2.005,0,0,0,0,0,0
"owcbrnut",2017,11,0.022,0.011,0.00565,0.054,0.06,1.17,0,0,0,0,0,0
"owcbrnut",2017,12,0.01,0.018,0.01,2.7055,2.7155,0.865,0,0,1,0,1,0
"owcbrnut",2018,3,0.0065,0.029,0.01,2.133,2.143,1.52,0,0,1,0,1,0
"owcbrnut",2018,4,0.0105,,0.01,1.875,1.885,7.18,0,,1,0,1,0
"owcbrnut",2018,5,0.0075,0.0585,0.0135,2.5,2.5135,6.945,0,0,0,0,0,0
"owcbrnut",2018,6,0.025,0.111,0.01,5.275,5.285,1.87,0,0,1,0,1,0
"owcbrnut",2018,7,,,0.01,0.261,0.271,1.935,,,1,0,1,0
"owcbrnut",2018,8,0.0175,0.073,0.01,0.1205,0.1305,5.98,0,0,1,0,1,0
"owcbrnut",2018,9,0.0255,0.0695,0.01,0.3135,0.3235,1.645,0,0,1,0,1,0
"owcbrnut",2018,10,0.13,0.0545,0.01,3.2865,3.2965,5.13333333333333,0,0,1,0,1,0
"owcbrnut",2018,11,0.036,0.031,0.01,5.478,5.488,4.575,0,0,1,0,1,0
"owcbrnut",2019,3,0.007,0.018,0.016,2.048,2.064,1.255,0,1,0,0,0,0
"owcbrnut",2019,4,0.007,0.0325,0.019,2.6545,2.6735,0.935,0,0,0,0,0,0
"owcbrnut",2019,5,0.0175,0.047,0.016,3.121,3.137,6.63,0,0,0,0,0,0
"owcbrnut",2019,6,0.049,0.169,0.0535,4.3665,4.42,2.65,0,0,0,0,0,0
"owcbrnut",2019,7,0.0635,0.026,0.0115,3.12,3.1315,0.94,0,0,0,0,0,0
"owcbrnut",2019,8,0.1125,0.0245,0.026,2.7875,2.8135,4.62,0,0,0,0,0,0
"owcbrnut",2019,9,0.032,0.0435,0.0025,0.331,0.3335,0.995,0,0,0,0,0,0
"owcbrnut",2019,10,0.033,0.029,0.00225,0.08775,0.09,1.01,0,0,0,0,0,0
"owcbrnut",2019,11,0.0455,0.021,0.01,1.271,1.281,0.515,0,0,0,0,0,0
"owcbrnut",2019,12,0.014,0.0185,0.003,0.559,0.562,3.76,0,0,0,0,0,0
"owcbrnut",2020,3,0.0295,0.0165,0.007,3.0645,3.0715,4.075,0,0,0,0,0,0
"owcbrnut",2020,6,0.0605,0.0875,0.148,0.183,0.331,3.155,0,0,0,0,0,0
"owcbrnut",2020,7,0.0345,0.0855,0.0875,0.1275,0.215,3.185,0,0,0,0,0,0
"owcbrnut",2020,8,0.0205,0.067,0.052,0.2545,0.3065,2.325,0,0,0,0,0,0
"owcbrnut",2020,9,0.031,0.0645,,,,5.145,0,0,,,,0
"owcbrnut",2020,10,0.0065,0.0285,0.003,,0.0535,0.625,0,0,1,,0,0
"owcbrnut",2020,11,,,,,,0.38,,,,,,0
"owcbrnut",2021,3,0.00185,0.0175,0.0055,2.9445,2.95,2.19,1,0,0,0,0,0
"owcbrnut",2021,4,0.0065,0.021,0.0125,0.158,0.1705,2.275,0,0,0,0,0,0
"owcbrnut",2021,5,0.024,0.042,0.0185,1.864,1.8825,4.59,0,0,0,0,0,0
"owcbrnut",2021,6,0.03575,0.0295,0.0205,2.2685,2.289,1.0575,0,0,0,0,0,0
"owcbrnut",2021,8,0.16725,0.0295,0.006,0.76475,0.77075,2.1575,0,0,0,0,0,0
"owcbrnut",2021,10,0.035,0.0115,0.0025,0.0945,0.097,1.16,0,0,0,0,0,0
