,station,parameter,Slope,std.error,conf.low,conf.high,statistic,p.value,Intercept,R2_adj,Dev_expl,model_error,ar1_start,threshold,model_refit,ar1_end,ts_start,ts_end,ts_length,n_points,Winter_estimate,Spring_estimate,Summer_estimate,Fall_estimate,Winter_p.value,Spring_p.value,Summer_p.value,Fall_p.value,Winter_std.error,Spring_std.error,Summer_std.error,Fall_std.error,sig_trend,sig_autocorr
87,soschnut,chla_n,0.026192503,0.00707698,0.012321878,0.040063128,3.701084949,0.000286319,-51.88297545,0.47042391,0.486803397,FALSE,0.2436,0.144490462,TRUE,0.2436,2002.452055,2022.953425,20.50136986,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
88,sosvanut,chla_n,0.018946337,0.007020945,0.005185537,0.032707138,2.698545066,0.007644709,-37.073141,0.461088366,0.477514929,FALSE,0.2158,0.145282196,TRUE,0.2158,2002.452055,2022.953425,20.50136986,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
89,soswinut,chla_n,0.034626312,0.008829484,0.017320841,0.051931783,3.921668654,0.000125702,-69.58106315,0.464962644,0.480641872,FALSE,0.3798,0.144884707,TRUE,0.3798,2002.452055,2022.953425,20.50136986,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
90,tjrbrnut,chla_n,0.050621482,0.013008699,0.025124899,0.076118064,3.891356101,0.000139524,-101.5832208,0.207984775,0.225839154,FALSE,0.3817,0.142945065,TRUE,0.3817,2004.953552,2022.953425,17.99987274,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
91,tjrosnut,chla_n,0.062455311,0.01503709,0.032983157,0.091927465,4.153417528,5.06E-05,-124.8741656,0.224172353,0.24202677,FALSE,0.3314,0.144099418,TRUE,0.3314,2004.038251,2022.953425,18.91517329,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
92,tjrprnut,chla_n,-0.023693818,0.014472781,-0.052059948,0.004672311,-1.63712962,0.10459614,48.65343035,0.029841852,0.047660109,FALSE,0.2518,0.188597622,TRUE,0.2518,2012.038251,2022.953425,10.91517329,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
93,tjrsbnut,chla_n,-0.04925346,0.012984171,-0.074701968,-0.023804952,-3.79334639,0.00021452,100.0285383,0.080967419,0.087013739,FALSE,0.3508,0.158453697,TRUE,0.3508,2008.038251,2022.953425,14.91517329,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
94,welhtnut,chla_n,-0.041546183,0.013868352,-0.068727653,-0.014364713,-2.995754894,0.003335125,82.23483029,0.172241304,0.196750569,FALSE,0.1494,0.176724001,FALSE,0.1494,2003.534247,2022.871233,19.3369863,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
95,welinnut,chla_n,-0.027021411,0.010526258,-0.047652497,-0.006390324,-2.567048159,0.011176025,54.22173891,0.108762245,0.127856385,FALSE,0.3241,0.153047474,TRUE,0.3241,2003.534247,2022.953425,19.41917808,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
96,wellmnut,chla_n,-0.023265157,0.014504094,-0.051692658,0.005162344,-1.604040772,0.111413024,46.31662583,0.107776567,0.133895001,FALSE,0.3358,0.178178544,TRUE,0.3358,2003.534247,2022.871233,19.3369863,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
97,welsmnut,chla_n,0.027205808,0.015731204,-0.003626784,0.058038401,1.729416835,0.086622182,-55.63285308,0.231327261,0.26001559,FALSE,-0.1367,0.185199189,FALSE,-0.1367,2004.368852,2022.871233,18.50238042,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
98,wkbfrnut,chla_n,0.06163456,0.014413765,0.0333841,0.089885021,4.276090256,2.89E-05,-121.2985645,0.110962606,0.123408259,FALSE,0.2143,0.134294519,TRUE,0.2143,2002.2,2022.871233,20.67123288,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
99,wkbmbnut,chla_n,0.029607425,0.012616951,0.004878655,0.054336196,2.346638629,0.019857332,-56.29357323,0.020534426,0.025090391,FALSE,0.1145,0.133358658,FALSE,0.1145,2002.2,2022.871233,20.67123288,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
100,wkbmrnut,chla_n,0.04414162,0.012997301,0.018667378,0.069615861,3.39621434,0.00081703,-85.65289346,0.076844994,0.08964004,FALSE,0.12,0.13398038,FALSE,0.12,2002.367123,2022.871233,20.50410959,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
101,wkbwbnut,chla_n,0.026019978,0.011962865,0.002573194,0.049466761,2.175062473,0.030726604,-49.07321723,0.017137955,0.021730988,FALSE,0.1917,0.133668434,TRUE,0.1917,2002.2,2022.871233,20.67123288,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
102,wqbcrnut,chla_n,0.023674338,0.011413975,0.001303357,0.046045318,2.07415356,0.039660107,-45.36849973,0.418815688,0.447424874,FALSE,0.0819,0.150322376,FALSE,0.0819,2002.534247,2022.871233,20.3369863,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
103,wqbmhnut,chla_n,0.039055659,0.007842912,0.023683834,0.054427484,4.979739508,1.52E-06,-77.74848687,0.258072656,0.285175547,FALSE,0.0402,0.144884707,FALSE,0.0402,2002.534247,2022.871233,20.3369863,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
104,wqbmpnut,chla_n,0.051861427,0.00836752,0.035461388,0.068261466,6.197944498,6.61E-09,-103.3342857,0.513332589,0.535072298,FALSE,0.1395,0.165058743,FALSE,0.1395,2002.534247,2022.871233,20.3369863,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
105,wqbslnut,chla_n,0.06489629,0.009290673,0.046686905,0.083105674,6.985101047,1.23E-10,-129.7009435,0.449736399,0.46970786,FALSE,0.2666,0.166241975,TRUE,0.2666,2002.534247,2022.871233,20.3369863,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
106,acefcnut,no23f_mdl,-0.00469938,0.007266508,-0.018941474,0.009542715,-0.646717735,0.518495902,6.131675193,0.141899356,0.158527821,FALSE,0.159,0.131248896,TRUE,0.159,2002.2,2022.953425,20.75342466,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
107,acemcnut,no23f_mdl,-0.010500465,0.010462278,-0.031006153,0.010005223,-1.003649954,0.31664904,17.84004695,0.228443984,0.244943366,FALSE,0.4053,0.130374865,TRUE,0.4053,2002.2,2022.953425,20.75342466,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
108,acespnut,no23f_mdl,-0.010939912,0.008704986,-0.028001372,0.006121548,-1.256740824,0.210197346,17.8658013,0.185983038,0.20357702,FALSE,0.3625,0.131248896,TRUE,0.3625,2002.123288,2022.871233,20.74794521,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
109,apacpnut,no23f_mdl,-0.060471613,0.015285858,-0.090431343,-0.030511882,-3.956049725,0.000103139,118.4047927,0.315445863,0.332385118,FALSE,0.1764,0.130955602,TRUE,0.1764,2002.284932,2022.953425,20.66849315,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
110,apadbnut,no23f_mdl,-0.062541863,0.017422268,-0.096688881,-0.028394846,-3.589765949,0.000409603,122.3859349,0.326727133,0.341934314,FALSE,0.3396,0.13154417,TRUE,0.3396,2002.284932,2022.953425,20.66849315,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
111,apaebnut,no23f_mdl,-0.033470584,0.015962789,-0.064757076,-0.002184091,-2.096787902,0.037167807,63.44754923,0.172100932,0.18873187,FALSE,0.2609,0.131248896,TRUE,0.2609,2002.284932,2022.953425,20.66849315,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
112,apaesnut,no23f_mdl,-0.025859306,0.016540893,-0.058278862,0.006560249,-1.563356098,0.119435802,48.20955795,0.162872057,0.179805251,FALSE,0.1792,0.131841445,TRUE,0.1792,2002.284932,2022.953425,20.66849315,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
113,cbmipnut,no23f_mdl,-0.035764075,0.007421767,-0.050310471,-0.021217678,-4.81880837,2.71E-06,70.94871465,0.092512933,0.096675855,FALSE,0.3072,0.132442092,TRUE,0.3072,2003.284932,2022.871233,19.58630137,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
114,cbmmcnut,no23f_mdl,-0.014015851,0.011954311,-0.037445869,0.009414167,-1.172451623,0.242555181,26.54143939,0.319061427,0.340303308,FALSE,0.4769,0.142945065,TRUE,0.4769,2003.284932,2022.871233,19.58630137,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
115,cbmocnut,no23f_mdl,-0.014491084,0.014432102,-0.042777484,0.013795317,-1.004086815,0.316666749,28.45908214,0.436227024,0.452940913,FALSE,0.4046,0.142566402,TRUE,0.4046,2003.284932,2022.619178,19.33424658,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
116,cbmrrnut,no23f_mdl,-0.035549243,0.006338838,-0.047973137,-0.023125349,-5.60816399,6.36E-08,70.98573966,0.538345673,0.552415794,FALSE,0.3081,0.132442092,TRUE,0.3081,2003.284932,2022.871233,19.58630137,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
117,cbvcbnut,no23f_mdl,0.029642198,0.017898733,-0.005438673,0.06472307,1.656105975,0.099093324,-64.20478712,0.365686755,0.38440348,FALSE,0.2774,0.12840151,TRUE,0.2774,2002.038356,2022.953425,20.91506849,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
118,cbvginut,no23f_mdl,0.031329512,0.015824902,0.000313275,0.06234575,1.979760303,0.048940375,-68.87470038,0.211655038,0.236400643,FALSE,0.2761,0.127853953,TRUE,0.2761,2002.038356,2022.953425,20.91506849,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
119,cbvtcnut,no23f_mdl,0.083565655,0.016831014,0.050577473,0.116553836,4.964980396,1.34E-06,-171.934515,0.335973947,0.350097961,FALSE,0.3164,0.127582788,TRUE,0.3164,2002.038356,2022.953425,20.91506849,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
120,delblnut,no23f_mdl,-0.001586553,0.019257574,-0.039330704,0.036157597,-0.082385949,0.934413661,0.933895956,0.576002983,0.588639553,FALSE,0.2435,0.128956163,TRUE,0.2435,2002.038356,2022.953425,20.91506849,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
121,deldsnut,no23f_mdl,0.013225628,0.011375578,-0.009070095,0.035521352,1.162633492,0.246185275,-28.07508468,0.366482453,0.383683429,FALSE,0.0611,0.127313342,FALSE,0.0611,2002.038356,2022.953425,20.91506849,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
122,delllnut,no23f_mdl,0.009554867,0.011845123,-0.013661147,0.032770881,0.806649925,0.4206829,-19.74483408,0.507516687,0.5212351,FALSE,0.2624,0.125731748,TRUE,0.2624,2002.038356,2022.953425,20.91506849,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
123,delslnut,no23f_mdl,0.001931453,0.008194276,-0.014129034,0.017991939,0.235707531,0.813868244,-4.496172578,0.60547445,0.61667167,FALSE,0.3622,0.126779531,TRUE,0.3622,2002.038356,2022.953425,20.91506849,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
124,elkapnut,no23f_mdl,0.023361253,0.016132317,-0.008257509,0.054980014,1.448102703,0.14904335,-50.61477766,0.404335509,0.419835445,FALSE,0.2348,0.13154417,TRUE,0.2348,2002.534247,2022.871233,20.3369863,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
125,elknmnut,no23f_mdl,0.027935234,0.010900307,0.006571025,0.049299442,2.562793359,0.011040408,-59.05110077,0.38167258,0.396655384,FALSE,0.1637,0.129236198,TRUE,0.1637,2002.534247,2022.871233,20.3369863,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
126,elksmnut,no23f_mdl,0.008160858,0.00968874,-0.010828723,0.027150438,0.84230332,0.400520002,-18.77944541,0.378031461,0.396539135,FALSE,0.1232,0.128956163,FALSE,0.1232,2002.534247,2022.871233,20.3369863,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
127,elkvmnut,no23f_mdl,0.027719187,0.009772997,0.008564466,0.046873909,2.836303767,0.00499755,-57.7020081,0.250548993,0.270353859,FALSE,0.0322,0.131248896,FALSE,0.0322,2002.534247,2022.871233,20.3369863,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
128,gndbcnut,no23f_mdl,-0.071137138,0.012351623,-0.095345874,-0.046928403,-5.759335447,4.10E-08,138.2106308,0.16400779,0.169105346,FALSE,0.0936,0.152582989,FALSE,0.0936,2005.2,2022.953425,17.75342466,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
129,gndbhnut,no23f_mdl,-0.058126571,0.011890812,-0.081432134,-0.034821009,-4.8883603,2.48E-06,112.015049,0.125884476,0.131382158,FALSE,0.0713,0.154948758,FALSE,0.0713,2005.2,2022.953425,17.75342466,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
130,gndblnut,no23f_mdl,-0.085861876,0.010295905,-0.106041478,-0.065682274,-8.339420315,3.07E-14,167.559805,0.296063613,0.300382342,FALSE,0.2007,0.153047474,TRUE,0.2007,2005.2,2022.953425,17.75342466,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
131,gndpcnut,no23f_mdl,-0.077057575,0.012024622,-0.100625402,-0.053489748,-6.408315566,1.70E-09,149.9014394,0.20542128,0.210547654,FALSE,0.1688,0.156922707,TRUE,0.1688,2005.619178,2022.953425,17.33424658,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
132,grbgbnut,no23f_mdl,0.018698209,0.016256025,-0.013163015,0.050559434,1.150232529,0.251735116,-40.85745427,0.234591645,0.262769396,FALSE,0.1857,0.150322376,TRUE,0.1857,2002.284932,2022.953425,20.66849315,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
133,grblrnut,no23f_mdl,0.006257996,0.007325163,-0.00809906,0.020615053,0.854314924,0.394176723,-14.86719373,-0.001640321,0.004430444,FALSE,0.1552,0.152122708,TRUE,0.1552,2002.284932,2022.953425,20.66849315,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
134,grbornut,no23f_mdl,-0.043821238,0.010417909,-0.064239964,-0.023402512,-4.206337254,4.57E-05,86.04216255,0.345601696,0.369755743,FALSE,0.3704,0.160566506,TRUE,0.3704,2004.368852,2022.953425,18.5845722,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
135,grbsqnut,no23f_mdl,0.011338499,0.006733102,-0.001858139,0.024535137,1.683993264,0.094155831,-24.85003226,0.107036578,0.128334789,FALSE,0.137,0.153516227,FALSE,0.137,2002.284932,2022.953425,20.66849315,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
136,gtmfmnut,no23f_mdl,-0.040929272,0.009515106,-0.059578537,-0.022280007,-4.301504506,2.47E-05,77.50423783,0.116838868,0.132017812,FALSE,0.3161,0.124962739,TRUE,0.3161,2002.367123,2022.953425,20.58630137,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
137,gtmpcnut,no23f_mdl,-0.012984227,0.011054342,-0.03465034,0.008681886,-1.174581568,0.241353207,21.27743768,0.057551134,0.071153631,FALSE,0.353,0.126779531,TRUE,0.353,2002.367123,2022.953425,20.58630137,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
138,gtmpinut,no23f_mdl,-0.016821548,0.010902133,-0.038189336,0.00454624,-1.542959334,0.124238361,29.30378845,0.243680106,0.262538878,FALSE,0.3218,0.12840151,TRUE,0.3218,2002.367123,2022.953425,20.58630137,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
139,gtmssnut,no23f_mdl,-0.000664374,0.010717973,-0.021671215,0.020342467,-0.061986943,0.95062497,-2.896810669,-0.000105321,0.006917515,FALSE,0.4315,0.125991257,TRUE,0.4315,2002.367123,2022.953425,20.58630137,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
140,hudtnnut,no23f_mdl,0.004009086,0.007371246,-0.01043829,0.018456463,0.543881771,0.587322424,-9.234039484,0.239292956,0.261327466,FALSE,0.0445,0.156422155,FALSE,0.0445,2002.123288,2021.953425,19.83013699,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
141,hudtsnut,no23f_mdl,0.002345421,0.009331618,-0.015944214,0.020635056,0.251341285,0.801898583,-6.033297808,0.542901228,0.565945329,FALSE,0.0501,0.156422155,FALSE,0.0501,2002.123288,2021.953425,19.83013699,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
142,jacb6nut,no23f_mdl,-0.0614289,0.01918745,-0.09903561,-0.023822189,-3.201514558,0.001648365,118.0961385,0.341495642,0.36720439,FALSE,0.3166,0.151214504,TRUE,0.3166,2002.123288,2022.953425,20.83013699,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
143,jacb9nut,no23f_mdl,-0.061709159,0.01821499,-0.097409883,-0.026008434,-3.387822832,0.000891213,118.8633114,0.42354037,0.449800221,FALSE,0.3504,0.152582989,TRUE,0.3504,2002.123288,2022.953425,20.83013699,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
144,jacbanut,no23f_mdl,-0.006698706,0.015065659,-0.036226856,0.022829443,-0.444634136,0.657196368,11.1038502,0.495083302,0.516520831,FALSE,0.3042,0.152582989,TRUE,0.3042,2002.123288,2022.953425,20.83013699,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
145,jacnenut,no23f_mdl,-0.014373024,0.010543772,-0.035038437,0.006292389,-1.363176726,0.174742792,25.82475911,0.119643761,0.14145894,FALSE,0.1753,0.152582989,TRUE,0.1753,2002.123288,2022.953425,20.83013699,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
146,job09nut,no23f_mdl,0.191628988,0.027339589,0.138044379,0.245213597,7.009212539,6.52E-11,-390.8093109,0.234740824,0.242794873,FALSE,0.5181,0.154466801,TRUE,0.5181,2002.534247,2019.534247,17,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
147,job10nut,no23f_mdl,0.165691256,0.02908878,0.108678295,0.222704218,5.696053794,5.69E-08,-338.3353949,0.162569442,0.167738896,FALSE,0.4459,0.153516227,TRUE,0.4459,2002.534247,2019.534247,17,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
148,job19nut,no23f_mdl,0.141958582,0.027963372,0.08715138,0.196765783,5.076590316,1.03E-06,-291.2563013,0.129860212,0.135102055,FALSE,0.5225,0.151666567,TRUE,0.5225,2002.534247,2019.534247,17,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
149,job20nut,no23f_mdl,0.145870369,0.026963433,0.093023013,0.198717726,5.409933208,2.20E-07,-298.8507718,0.146271754,0.15144628,FALSE,0.4378,0.152122708,TRUE,0.4378,2002.534247,2019.534247,17,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
150,kachdnut,no23f_mdl,-0.011740485,0.010693769,-0.032699888,0.009218917,-1.097880917,0.273610412,21.05692775,0.485254647,0.503138637,FALSE,0.2311,0.137562504,TRUE,0.2311,2002.123288,2022.953425,20.83013699,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
151,kacsdnut,no23f_mdl,0.002497242,0.008962183,-0.015068313,0.020062797,0.278642133,0.780803155,-7.359296501,0.415162767,0.432041806,FALSE,0.2148,0.135250364,TRUE,0.2148,2002.123288,2022.953425,20.83013699,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
152,kacssnut,no23f_mdl,0.002261994,0.009943206,-0.017226332,0.02175032,0.22749139,0.820268346,-7.055924777,0.478003468,0.492763462,FALSE,0.1108,0.134610879,FALSE,0.1108,2002.123288,2022.953425,20.83013699,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
153,lksbanut,no23f_mdl,0.002531216,0.018756728,-0.034231296,0.039293728,0.134949748,0.893289823,-6.376354423,0.179924368,0.243639766,FALSE,0.1374,0.28589013,FALSE,0.1374,2012.368852,2022.786301,10.41744891,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
154,lksblnut,no23f_mdl,0.008141034,0.016824249,-0.024833889,0.041115957,0.48388692,0.631078747,-18.02062906,0.079443059,0.135080518,FALSE,0.2311,0.295475688,FALSE,0.2311,2012.368852,2022.786301,10.41744891,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
155,lksolnut,no23f_mdl,0.018885633,0.076190591,-0.130445181,0.168216448,0.247873563,0.805506469,-41.24660309,0.040689201,0.090809574,FALSE,0.5449,0.298891706,TRUE,0.5449,2012.368852,2022.786301,10.41744891,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
156,marabnut,no23f_mdl,0.2165408,0.034215185,0.149480271,0.28360133,6.32879237,7.31E-09,-442.2720139,0.282428754,0.292022478,FALSE,0.3158,0.195023706,TRUE,0.3158,2007.786301,2022.953425,15.16712329,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
157,marcenut,no23f_mdl,0.237829043,0.029347254,0.180309481,0.295348605,8.103962294,1.39E-12,-485.0683062,0.402573498,0.416943857,FALSE,0.4159,0.19312099,TRUE,0.4159,2007.786301,2022.953425,15.16712329,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
158,marcwnut,no23f_mdl,0.247362668,0.029158915,0.190212244,0.304513092,8.483260269,2.73E-13,-504.3924939,0.435861194,0.449359435,FALSE,0.1275,0.196983792,FALSE,0.1275,2007.786301,2022.953425,15.16712329,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no
159,marmbnut,no23f_mdl,0.240058192,0.031054652,0.179192192,0.300924192,7.730184485,1.05E-11,-489.6908944,0.377248053,0.383668212,FALSE,0.4055,0.197986261,TRUE,0.4055,2008.038251,2022.953425,14.91517329,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
160,marscnut,no23f_mdl,0.21773078,0.02911426,0.160667878,0.274793682,7.47849257,3.39E-11,-444.5549997,0.388697061,0.407422372,FALSE,0.3792,0.195023706,TRUE,0.3792,2007.953425,2022.953425,15,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
161,narncnut,no23f_mdl,-0.065495116,0.01193402,-0.088885366,-0.042104866,-5.488101618,1.91E-07,126.6070487,0.398115641,0.420104514,FALSE,0.2922,0.163900422,TRUE,0.2922,2002.2,2022.2,20,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
162,narpcnut,no23f_mdl,-0.007793818,0.015243558,-0.037670643,0.022083007,-0.511286021,0.60990008,10.94021418,0.547318581,0.568809457,FALSE,0.1491,0.155435255,FALSE,0.1491,2002.2,2022.452055,20.25205479,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no
163,nartbnut,no23f_mdl,-0.037355577,0.013009268,-0.062853273,-0.011857881,-2.871458864,0.004678879,70.2329645,0.577137306,0.596823453,FALSE,0.367,0.155926362,TRUE,0.367,2002.534247,2022.452055,19.91780822,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
164,nartsnut,no23f_mdl,-0.00185954,0.015312445,-0.031871381,0.028152302,-0.121439753,0.903505778,-1.483029921,0.585338107,0.605078274,FALSE,0.3879,0.155926362,TRUE,0.3879,2002.534247,2022.452055,19.91780822,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
165,niwcbnut,no23f_mdl,0.002907324,0.00951016,-0.015732246,0.021546894,0.305707181,0.76009513,-10.6913737,-0.002520086,0.002810428,FALSE,0.3154,0.126515131,TRUE,0.3154,2002.284932,2022.953425,20.66849315,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
166,niwdcnut,no23f_mdl,0.020180134,0.007238484,0.005992965,0.034367302,2.787894937,0.005771655,-45.78102595,0.098505744,0.114679597,FALSE,0.3226,0.130955602,TRUE,0.3226,2002.284932,2022.953425,20.66849315,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
167,niwolnut,no23f_mdl,0.012062741,0.00631736,-0.000319057,0.024444539,1.909459259,0.057420141,-29.49995937,0.07654322,0.091584975,FALSE,0.2621,0.126515131,TRUE,0.2621,2002.284932,2022.953425,20.66849315,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
168,niwtanut,no23f_mdl,0.050027887,0.006830161,0.036641017,0.063414758,7.324554144,3.99E-12,-102.7802167,0.319800067,0.333091643,FALSE,0.2144,0.127582788,TRUE,0.2144,2002.284932,2022.953425,20.66849315,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
169,nocecnut,no23f_mdl,0.047486278,0.018769717,0.010698309,0.084274248,2.529941075,0.012143874,-98.74698262,0.343204493,0.360244759,FALSE,0.3458,0.133358658,TRUE,0.3458,2002.284932,2022.871233,20.58630137,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
170,noclcnut,no23f_mdl,0.054599012,0.015575656,0.024071287,0.085126738,3.505406816,0.000553201,-115.881627,0.072000152,0.083508717,FALSE,0.3097,0.13154417,TRUE,0.3097,2002.284932,2022.871233,20.58630137,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
171,nocrcnut,no23f_mdl,0.113238442,0.018369847,0.077234203,0.149242681,6.164364945,3.90E-09,-233.8192901,0.163557255,0.172634832,FALSE,0.2601,0.1382452,TRUE,0.2601,2004.535519,2022.871233,18.33571375,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes
172,noczbnut,no23f_mdl,0.033611958,0.019090871,-0.003805462,0.071029378,1.76062984,0.079759281,-71.10394464,0.373253169,0.388918412,FALSE,0.2528,0.133358658,TRUE,0.2528,2002.284932,2022.871233,20.58630137,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes
