gridcode,name,FREQUENCY,SUM_Shape_Area
42,Monie Bay,325,6551311.652
42,Mudder Kill-Hudson River,241,1183585.048
42,Nacote Creek,359,2427180.688
42,Novato Creek-Frontal San Pablo Bay Estuaries,17,207135.2666
42,Old Woman Creek,19,66547.62268
42,Outlet Waccamaw River-Atlantic Intracoastal Waterway,1018,16294802.84
42,Oyster River,954,10023973.28
42,Padilla Bay-Strait of Georgia,378,724696.3115
42,Pellicer Creek,918,26997623
42,Pellicer Creek-Big Mulberry Branch Frontal,1099,29894501.49
42,Pokegama River,170,1688108.67
42,Poquoson River-Frontal Chesapeake Bay,1597,12303766.41
42,Richardson Bay-San Francisco Bay,4,15398.87695
42,Rooker Bay,21,80650.66223
42,Saint Louis River,38,150536.9064
42,San Antonio Bay-Espiritu Santo Bay,136,485884.6985
42,San Diego Bay,7,38456.34384
42,Sarah Creek-York River,591,3400953.827
42,Skimino Creek-York River,966,11171434.57
42,South Edisto River-Atlantic Intracoastal Waterway,450,5569811.005
42,Spirit Lake-Saint Louis River,364,2189657.407
42,Squamscott River,609,4924638.034
42,St. George Sound,427,3573824.606
42,Stevens Brook-Frontal Atlantic Ocean,1999,19955772.98
42,Stony Creek,94,550740.7425
42,Store Creek,711,27491265.75
42,Suisun Bay Estuaries,2,3290.625
42,Tolomato River-Moses Creek Frontal,937,18825535
42,Town of Southport-Cape Fear River,508,9679104.767
42,Tuckerton Creek-Little Egg Harbor,599,6748191.101
42,Upper East Passage,88,295989.3677
42,Upper Saint Jones River,7,29156.83594
42,Upper Tolomato River,1946,24693764.94
42,Upper West Passage,86,441462.5931
42,Winchester Creek,560,49422974.48
42,Winyah Bay,985,28509813.56
43,Aransas Bay,606,1785354.813
43,Bayou Casotte-Pt Aux Chenes Bay,18,63177.67639
43,Bayou Heron-Grand Bay Swamp,52,157177.0569
43,Blackbird Creek-Frontal Delaware River,135,554301.0681
43,Branch Brook-Merriland River,1199,29353842.07
43,Bush River,260,1852782.138
43,Carter Creek-York River,1646,22179769.9
43,Chappel Creek,212,808371.8124
43,Charles Branch-Western Branch Patuxent River,683,2509969.949
43,Coos Bay,2647,14435546.15
43,Corpus Christi Bay,7,21167.57813
43,Dawho River-North Edisto River,149,971920.1294
43,Debidue Creek,1,615.234375
43,Doboy Sound-Frontal Atlantic Ocean,12,14576.57776
43,East River-Apalachicola River,9,15048.98987
43,Elkhorn Slough,990,9315709.011
43,Fallsburg Creek-Hudson River,543,3253850.217
43,Furnace Brook-Hudson River,379,1172364.67
43,Great Bay,1190,8588915.03
43,Great Bay-Frontal Atlantic Ocean,210,2138443.259
43,Henderson Creek-Barron River Frontal,21,47764.51721
43,Hope Creek-Edisto River,48,96303.40576
43,Hyannis Harbor-Frontal Nantucket Sound,8804,86494343.46
43,Joe Leary Slough-Frontal Padilla Bay,349,2867178.862
43,Jones Creek-York River,1019,16454741.01
43,Lakes Kill-Saw Kill,519,2287967.651
43,Lamprey River,1375,13021551.33
43,Lower Ashepoo River,137,326194.8486
43,Lower Cooper River,26,71484.35669
43,Lower Fish River,146,407031.5094
43,Lower Mullica River,435,6064108.841
43,Lower Saint Jones River,75,275363.4705
43,Magnolia River,89,269849.7345
43,Masonboro Inlet-Mason Inlet,13,19451.95313
43,Mataponi Creek-Patuxent River,1231,8623739.053
43,Middle Mullica River,1403,30551239.87
43,Mill Creek-Hudson River,556,2553142.181
43,Mill Creek-Pamunkey River,1565,25865335.99
43,Monie Bay,234,746721.936
43,Mudder Kill-Hudson River,634,2593022.127
43,Nacote Creek,1153,13064281.95
43,Novato Creek-Frontal San Pablo Bay Estuaries,57,226728.5005
43,Old Woman Creek,286,959632.1823
43,Outlet Waccamaw River-Atlantic Intracoastal Waterway,5,8625.970459
43,Oyster River,1746,21496752.63
43,Padilla Bay-Strait of Georgia,13,14755.51758
43,Pellicer Creek,335,940266.8976
43,Pellicer Creek-Big Mulberry Branch Frontal,237,590102.655
43,Pokegama River,641,3903475.314
43,Poquoson River-Frontal Chesapeake Bay,1200,6830913.016
43,Richardson Bay-San Francisco Bay,5,4176.5625
43,Saint Louis River,345,1375163.079
43,San Antonio Bay-Espiritu Santo Bay,134,521673.6237
43,San Diego Bay,11,25637.36572
43,Sarah Creek-York River,444,3364005.954
43,Skimino Creek-York River,1153,32791551.11
43,South Edisto River-Atlantic Intracoastal Waterway,118,331567.1631
43,Spirit Lake-Saint Louis River,1263,7418611.079
43,Squamscott River,1117,8463301.941
43,St. George Sound,10,15500.39062
43,Stevens Brook-Frontal Atlantic Ocean,2764,52402778.09
43,Stony Creek,314,1020743.097
43,Store Creek,157,378819.2505
43,Suisun Bay Estuaries,6,6300
43,Tolomato River-Moses Creek Frontal,310,739341.156
43,Town of Southport-Cape Fear River,1,2700
43,Tuckerton Creek-Little Egg Harbor,728,12113566.23
43,Upper East Passage,460,3514144.867
43,Upper Saint Jones River,103,389563.1928
43,Upper Tolomato River,220,451910.1105
43,Upper West Passage,305,1936055.333
43,Winchester Creek,1335,6728022.902
43,Winyah Bay,7,10167.1875
52,Apalachicola Bay,723,4084225.021
52,Aransas Bay,688,2997071.219
52,Bayou Casotte-Pt Aux Chenes Bay,102,335286.4197
52,Bayou Heron-Grand Bay Swamp,204,1827798.047
52,Blackbird Creek-Frontal Delaware River,84,241599.1058
52,Branch Brook-Merriland River,237,1253504.292
52,Bush River,110,338746.344
52,Carter Creek-York River,220,777455.2551
52,Chappel Creek,15,79809.43909
52,Charles Branch-Western Branch Patuxent River,342,1715527.606
52,Coos Bay,704,7353502.148
52,Corpus Christi Bay,230,952197.6379
52,Dawho River-North Edisto River,163,640109.1248
52,Debidue Creek,51,74764.16016
52,Doboy Sound-Frontal Atlantic Ocean,418,2324312.759
52,East River-Apalachicola River,194,583477.8992
52,Elkhorn Slough,1667,18931703.72
52,Fallsburg Creek-Hudson River,103,656342.3584
52,Furnace Brook-Hudson River,211,1201460.696
52,Great Bay,39,160479.5471
52,Great Bay-Frontal Atlantic Ocean,18,84071.88721
52,Henderson Creek-Barron River Frontal,43,285005.3741
52,Hope Creek-Edisto River,89,1017429.071
52,Hyannis Harbor-Frontal Nantucket Sound,1067,6581995.422
52,Joe Leary Slough-Frontal Padilla Bay,165,649204.305
52,Jones Creek-York River,154,1958077.496
52,Lakes Kill-Saw Kill,72,360523.0591
52,Lamprey River,88,530551.3596
52,Lower Ashepoo River,265,1766753.311
52,Lower Cooper River,292,662800.8362
52,Lower Fish River,297,1535293.845
52,Lower Mullica River,36,141363.9954
52,Lower Saint Jones River,16,47482.03125
52,Magnolia River,155,784207.1777
52,Masonboro Inlet-Mason Inlet,725,1945673.602
52,Mataponi Creek-Patuxent River,284,1351716.943
52,Middle Mullica River,172,635774.5239
52,Mill Creek-Hudson River,74,284231.3736
52,Mill Creek-Pamunkey River,235,2334648.862
52,Monie Bay,53,126023.1262
52,Mudder Kill-Hudson River,78,208719.8273
52,Nacote Creek,209,841678.5278
52,Novato Creek-Frontal San Pablo Bay Estuaries,138,906952.5887
52,Old Woman Creek,9,55754.54407
52,Outlet Waccamaw River-Atlantic Intracoastal Waterway,244,1072405.646
52,Oyster River,162,864398.2132
52,Padilla Bay-Strait of Georgia,12,10476.34277
52,Pellicer Creek,647,6084545.554
52,Pellicer Creek-Big Mulberry Branch Frontal,415,1433748.395
52,Pokegama River,139,1049007.987
52,Poquoson River-Frontal Chesapeake Bay,297,1139277.475
52,Richardson Bay-San Francisco Bay,69,74860.2356
52,Rooker Bay,6,19121.48437
52,Saint Louis River,164,643543.7599
52,San Antonio Bay-Espiritu Santo Bay,673,3925956.006
52,San Diego Bay,249,1369050.856
52,San Pablo Bay,5,4500
52,Sarah Creek-York River,186,531361.5051
52,Skimino Creek-York River,166,839439.5416
52,South Edisto River-Atlantic Intracoastal Waterway,90,262435.144
52,Spirit Lake-Saint Louis River,131,429638.0425
52,Squamscott River,65,216698.5382
52,St. George Sound,250,735401.3489
52,Stevens Brook-Frontal Atlantic Ocean,177,842775.1968
52,Stony Creek,68,378163.1195
52,Store Creek,110,334330.0049
52,Suisun Bay Estuaries,101,257354.3501
52,Swan Lake-Copano Bay,4,4500
52,Tijuana River-Frontal Pacific Ocean,260,6083660.598
52,Tolomato River-Moses Creek Frontal,499,2976573.532
52,Town of Southport-Cape Fear River,233,738570.7947
52,Tuckerton Creek-Little Egg Harbor,56,816799.5209
52,Upper East Passage,81,350011.4777
52,Upper Saint Jones River,91,192857.6569
52,Upper Tolomato River,545,3407745.905
52,Upper West Passage,70,196244.8242
52,Winchester Creek,295,7202287.311
52,Winyah Bay,163,689959.5337
71,<Null>,2,1230.770874
71,Apalachicola Bay,468,1655093.381
71,Aransas Bay,2350,30499782.55
71,Bayou Casotte-Pt Aux Chenes Bay,149,1170077.261
71,Bayou Heron-Grand Bay Swamp,125,724957.3608
71,Blackbird Creek-Frontal Delaware River,8,18878.90625
71,Branch Brook-Merriland River,290,2765795.76
71,Bush River,61,373421.0358
71,Carter Creek-York River,167,826679.5258
71,Chappel Creek,29,85682.48291
71,Charles Branch-Western Branch Patuxent River,374,2334017.01
71,Coos Bay,526,2569064.998
71,Corpus Christi Bay,963,18436932.2
71,Dawho River-North Edisto River,132,471593.573
71,Debidue Creek,57,240698.0896
71,Doboy Sound-Frontal Atlantic Ocean,275,1669742.963
71,East River-Apalachicola River,143,516886.9629
71,Elkhorn Slough,1882,40434029.92
71,Fallsburg Creek-Hudson River,189,860326.3092
71,Furnace Brook-Hudson River,217,775182.5958
71,Great Bay,158,560246.1411
71,Great Bay-Frontal Atlantic Ocean,61,96268.35938
71,Henderson Creek-Barron River Frontal,132,1536739.233
71,Hope Creek-Edisto River,48,230929.9805
71,Hyannis Harbor-Frontal Nantucket Sound,3066,14119947.08
71,Joe Leary Slough-Frontal Padilla Bay,188,1109354.938
71,Jones Creek-York River,103,397505.5115
71,Lakes Kill-Saw Kill,104,369092.6147
71,Lamprey River,121,516573.6328
71,Lower Ashepoo River,205,1139533.786
71,Lower Cooper River,212,591026.6052
71,Lower Fish River,637,4658964.066
71,Lower Mullica River,103,539746.0785
71,Lower Saint Jones River,31,68531.83594
71,Magnolia River,304,1725551.175
71,Masonboro Inlet-Mason Inlet,238,674636.1603
71,Mataponi Creek-Patuxent River,236,1595024.78
71,Middle Mullica River,147,737050.177
71,Mill Creek-Hudson River,111,386012.9196
71,Mill Creek-Pamunkey River,333,4657550.894
71,Monie Bay,21,32990.81726
71,Mudder Kill-Hudson River,153,857883.2245
71,Nacote Creek,86,413869.043
71,Novato Creek-Frontal San Pablo Bay Estuaries,1291,10471115.62
71,Old Woman Creek,71,362712.3459
71,Outlet Waccamaw River-Atlantic Intracoastal Waterway,188,604183.0627
71,Oyster River,216,856646.9055
71,Padilla Bay-Strait of Georgia,124,181931.881
71,Pellicer Creek,304,2738575.745
71,Pellicer Creek-Big Mulberry Branch Frontal,342,978059.8938
71,Pokegama River,106,397509.549
71,Poquoson River-Frontal Chesapeake Bay,139,233795.2698
71,Pt Aux Chenes Bay-Mississippi Sound,10,9903.515625
71,Richardson Bay-San Francisco Bay,17,23076.34277
71,Rooker Bay,53,134915.0482
71,Saint Louis River,131,818157.6027
71,San Antonio Bay-Espiritu Santo Bay,2163,75725561.54
71,San Diego Bay,231,1187016.579
71,San Pablo Bay,2,1800
71,Sarah Creek-York River,59,96994.47327
71,Skimino Creek-York River,105,1375622.177
71,South Edisto River-Atlantic Intracoastal Waterway,90,278640.1978
71,Spirit Lake-Saint Louis River,231,760093.4509
71,Squamscott River,77,336893.7469
71,St. George Sound,265,1036543.277
71,Stevens Brook-Frontal Atlantic Ocean,271,1235577.818
71,Stony Creek,59,241746.1304
71,Store Creek,82,260402.5085
71,Suisun Bay Estuaries,951,10881634.05
71,Swan Lake-Copano Bay,62,177994.0613
71,Tijuana River-Frontal Pacific Ocean,510,11711891.36
71,Tolomato River-Moses Creek Frontal,352,2007112.335
71,Town of Southport-Cape Fear River,121,450040.8417
71,Tuckerton Creek-Little Egg Harbor,164,1388230.444
71,Upper East Passage,282,1231627.382
71,Upper Saint Jones River,36,147387.6892
71,Upper Tolomato River,492,2882515.594
71,Upper West Passage,115,591859.0668
71,Winchester Creek,203,5442643.897
71,Winyah Bay,294,2938902.979
81,Aransas Bay,117,170739.1296
81,Bayou Casotte-Pt Aux Chenes Bay,11,151635.2783
81,Bayou Heron-Grand Bay Swamp,262,6843830.521
81,Blackbird Creek-Frontal Delaware River,113,627145.9991
81,Branch Brook-Merriland River,172,1763916.284
81,Bush River,134,313217.5507
81,Carter Creek-York River,386,654241.3605
81,Chappel Creek,395,5642192.532
81,Charles Branch-Western Branch Patuxent River,697,9705672.702
81,Coos Bay,40,75983.62627
81,Dawho River-North Edisto River,377,7472529.492
81,Debidue Creek,2,5400
81,Doboy Sound-Frontal Atlantic Ocean,34,165789.8163
81,Elkhorn Slough,495,7150381.785
81,Fallsburg Creek-Hudson River,504,5123517.902
81,Furnace Brook-Hudson River,317,1118268.127
81,Great Bay,380,6271175.13
81,Great Bay-Frontal Atlantic Ocean,24,49440.48157
81,Henderson Creek-Barron River Frontal,42,792166.3879
81,Hope Creek-Edisto River,67,680013.0615
81,Hyannis Harbor-Frontal Nantucket Sound,503,1591709.312
81,Joe Leary Slough-Frontal Padilla Bay,833,17797634.92
81,Jones Creek-York River,222,472644.4977
81,Lakes Kill-Saw Kill,580,11469915.91
81,Lamprey River,312,5938277.44
81,Lower Ashepoo River,170,2243290.1
81,Lower Cooper River,139,899866.3513
81,Lower Fish River,1211,19863887.06
81,Lower Mullica River,41,89725.83618
81,Lower Saint Jones River,54,195847.0917
81,Magnolia River,762,13232456.13
81,Masonboro Inlet-Mason Inlet,63,110141.922
81,Mataponi Creek-Patuxent River,681,8759821.481
81,Middle Mullica River,82,162658.7952
81,Mill Creek-Hudson River,559,17119651.19
81,Mill Creek-Pamunkey River,147,335662.7289
81,Monie Bay,63,412573.8373
81,Mudder Kill-Hudson River,567,9469379.91
81,Nacote Creek,258,674199.4263
81,Novato Creek-Frontal San Pablo Bay Estuaries,226,5512756.666
81,Old Woman Creek,362,5795836.661
81,Outlet Waccamaw River-Atlantic Intracoastal Waterway,69,259280.5847
81,Oyster River,336,5316418.515
81,Padilla Bay-Strait of Georgia,25,392302.5272
81,Pellicer Creek,55,158665.7318
81,Pellicer Creek-Big Mulberry Branch Frontal,66,597110.8887
81,Pokegama River,269,6449743.117
81,Poquoson River-Frontal Chesapeake Bay,539,949326.6083
81,Saint Louis River,168,511808.4778
81,San Antonio Bay-Espiritu Santo Bay,1135,45978956.1
81,San Diego Bay,9,24408.59985
81,Sarah Creek-York River,205,427066.507
81,Skimino Creek-York River,264,1132812.433
81,South Edisto River-Atlantic Intracoastal Waterway,93,732750.6775
81,Spirit Lake-Saint Louis River,494,1910658.616
81,Squamscott River,327,4246302.681
81,Stevens Brook-Frontal Atlantic Ocean,330,2617832.483
81,Stony Creek,619,17096445.48
81,Store Creek,273,3661104.639
81,Suisun Bay Estuaries,76,306448.1375
81,Tijuana River-Frontal Pacific Ocean,139,2129100.149
81,Tolomato River-Moses Creek Frontal,60,183113.1683
81,Town of Southport-Cape Fear River,11,21832.03125
81,Tuckerton Creek-Little Egg Harbor,30,52506.54602
81,Upper East Passage,175,1516372.421
81,Upper Saint Jones River,53,320896.7194
81,Upper Tolomato River,79,201398.1812
81,Upper West Passage,32,303955.6229
81,Winchester Creek,27,40184.50442
81,Winyah Bay,38,115930.0415
82,Aransas Bay,13,88531.64978
82,Bayou Heron-Grand Bay Swamp,90,7413211.203
82,Blackbird Creek-Frontal Delaware River,383,28853564.8
82,Branch Brook-Merriland River,1,39660.23254
82,Bush River,114,3018351.791
82,Carter Creek-York River,243,7385407.141
82,Chappel Creek,182,48530199.01
82,Charles Branch-Western Branch Patuxent River,168,4515814.407
82,Coos Bay,1,3754.6875
82,Dawho River-North Edisto River,60,1518460.455
82,Elkhorn Slough,337,21060087.04
82,Fallsburg Creek-Hudson River,4,11034.03626
82,Furnace Brook-Hudson River,1,576.5625
82,Great Bay,9,179488.71
82,Great Bay-Frontal Atlantic Ocean,22,118246.9208
82,Hope Creek-Edisto River,11,240860.4675
82,Hyannis Harbor-Frontal Nantucket Sound,176,3191392.667
82,Joe Leary Slough-Frontal Padilla Bay,288,52254077.97
82,Jones Creek-York River,315,7480951.584
82,Lakes Kill-Saw Kill,13,537366.0278
82,Lamprey River,3,13918.35938
82,Lower Ashepoo River,13,482503.7109
82,Lower Fish River,315,25987592.01
82,Lower Mullica River,32,479759.848
82,Lower Saint Jones River,288,22817408.67
82,Magnolia River,293,51913031.07
82,Masonboro Inlet-Mason Inlet,43,365847.0062
82,Mataponi Creek-Patuxent River,206,11336456.91
82,Middle Mullica River,181,13612886.75
82,Mill Creek-Hudson River,99,5020047.524
82,Mill Creek-Pamunkey River,216,15635656.74
82,Monie Bay,96,13171244.92
82,Mudder Kill-Hudson River,15,309464.5386
82,Nacote Creek,157,5825381.616
82,Novato Creek-Frontal San Pablo Bay Estuaries,525,60257214.73
82,Old Woman Creek,171,26863060.76
82,Outlet Waccamaw River-Atlantic Intracoastal Waterway,2,11700
82,Oyster River,5,315268.6432
82,Padilla Bay-Strait of Georgia,34,8050526.674
82,Poquoson River-Frontal Chesapeake Bay,139,2009231.57
82,Richardson Bay-San Francisco Bay,1,900
82,San Antonio Bay-Espiritu Santo Bay,28,2160885.306
82,San Diego Bay,2,2700
82,Sarah Creek-York River,192,2712496.454
82,Skimino Creek-York River,322,9780273.441
82,South Edisto River-Atlantic Intracoastal Waterway,5,429098.4558
82,Spirit Lake-Saint Louis River,24,102980.0514
82,Squamscott River,18,902390.9546
82,Stevens Brook-Frontal Atlantic Ocean,1,34214.59808
82,Stony Creek,69,3812102.037
82,Store Creek,26,2468693.408
82,Suisun Bay Estuaries,235,4154253.866
82,Tijuana River-Frontal Pacific Ocean,39,206814.0152
82,Town of Southport-Cape Fear River,32,1883344.4
82,Tuckerton Creek-Little Egg Harbor,11,55002.80457
82,Upper East Passage,29,559288.2294
82,Upper Saint Jones River,546,32724454.42
82,Upper Tolomato River,7,45425.22583
82,Upper West Passage,2,12414.68811
82,Winyah Bay,8,78717.20581
90,<Null>,1,615.234375
90,Apalachicola Bay,944,49525721.96
90,Aransas Bay,688,4504459.378
90,Bayou Casotte-Pt Aux Chenes Bay,369,14379247.49
90,Bayou Heron-Grand Bay Swamp,290,56907035.4
90,Blackbird Creek-Frontal Delaware River,789,16178892.9
90,Branch Brook-Merriland River,390,16951071.05
90,Bush River,693,8773981.485
90,Cape Saint George Shoal-Gulf of Mexico,1,615.234375
90,Carter Creek-York River,993,16343393.14
90,Chappel Creek,188,842961.1267
90,Charles Branch-Western Branch Patuxent River,221,7269034.103
90,Coos Bay,402,1699795.247
90,Corpus Christi Bay,51,159210.2692
90,Dawho River-North Edisto River,1021,13611540.01
90,Debidue Creek,243,28601900.63
90,Doboy Sound-Frontal Atlantic Ocean,1459,20684113.44
90,East River-Apalachicola River,557,109156031.3
90,Elkhorn Slough,464,1799729.882
90,Fallsburg Creek-Hudson River,450,4047550.076
90,Furnace Brook-Hudson River,321,2341420.834
90,Great Bay,550,7292879.311
90,Great Bay-Frontal Atlantic Ocean,217,4579344.141
90,Henderson Creek-Barron River Frontal,1509,244583380.9
90,Hope Creek-Edisto River,729,30023911.61
90,Hyannis Harbor-Frontal Nantucket Sound,1588,15146804.33
90,Joe Leary Slough-Frontal Padilla Bay,318,4173669.09
90,Jones Creek-York River,522,6507922.906
90,Lakes Kill-Saw Kill,426,5777068.771
90,Lamprey River,501,8333941.196
90,Lower Ashepoo River,850,21884945.58
90,Lower Cooper River,795,6873552.795
90,Lower Fish River,898,24911556.15
90,Lower Mullica River,466,39301935.45
90,Lower Saint Jones River,379,6647884.36
90,Magnolia River,503,15414607.37
90,Masonboro Inlet-Mason Inlet,638,6487057.123
90,Mataponi Creek-Patuxent River,392,5647574.048
90,Middle Mullica River,535,52762660.57
90,Mill Creek-Hudson River,277,3569144.019
90,Mill Creek-Pamunkey River,977,13652216.84
90,Monie Bay,385,31140128.1
90,Mudder Kill-Hudson River,182,2825958.939
90,Nacote Creek,347,21596292.03
90,Novato Creek-Frontal San Pablo Bay Estuaries,37,107015.7598
90,Old Woman Creek,83,685117.1173
90,Outlet Waccamaw River-Atlantic Intracoastal Waterway,1230,25464658.45
90,Oyster River,551,7618627.18
90,Padilla Bay-Strait of Georgia,70,216792.0413
90,Pellicer Creek,660,11855582.97
90,Pellicer Creek-Big Mulberry Branch Frontal,768,27047782.32
90,Pokegama River,781,18334323.55
90,Poquoson River-Frontal Chesapeake Bay,1312,18823384.4
90,Pt Aux Chenes Bay-Mississippi Sound,5,4500
90,Richardson Bay-San Francisco Bay,6,6655.517578
90,Rooker Bay,1103,94809770.95
90,Saint Louis River,524,11861475.69
90,San Antonio Bay-Espiritu Santo Bay,1243,4581678.213
90,San Diego Bay,2,2700
90,San Pablo Bay,5,4500
90,Sarah Creek-York River,494,7198552.744
90,Skimino Creek-York River,657,9312131.305
90,South Edisto River-Atlantic Intracoastal Waterway,732,8744698.114
90,Spirit Lake-Saint Louis River,1260,64412857.38
90,Squamscott River,436,6578718.434
90,St. George Sound,454,18513670.72
90,Stevens Brook-Frontal Atlantic Ocean,992,31601514.73
90,Stony Creek,336,9007355.086
90,Store Creek,697,17965444.26
90,Suisun Bay Estuaries,83,90230.25284
90,Tijuana River-Frontal Pacific Ocean,105,1718063.395
90,Tolomato River-Moses Creek Frontal,544,9236401.529
90,Town of Southport-Cape Fear River,358,3818126.459
90,Tuckerton Creek-Little Egg Harbor,170,6477408.243
90,Upper East Passage,144,1903423.013
90,Upper Saint Jones River,425,19457002.63
90,Upper Tolomato River,1462,55395997.01
90,Upper West Passage,100,1443188.425
90,Winchester Creek,378,2075703.59
90,Winyah Bay,1034,33186086.83
95,<Null>,2,1516.029596
95,Apalachicola Bay,1165,28671705.26
95,Aransas Bay,2327,99158466.6
95,Bayou Casotte-Pt Aux Chenes Bay,559,4172935.831
95,Bayou Heron-Grand Bay Swamp,354,6541464.551
95,Blackbird Creek-Frontal Delaware River,154,16231538.84
95,Branch Brook-Merriland River,118,1098690.889
95,Bush River,510,4133555.557
95,Cape Saint George Shoal-Gulf of Mexico,1,1258.59375
95,Carter Creek-York River,467,3530937.524
95,Chappel Creek,12,86260.36377
95,Charles Branch-Western Branch Patuxent River,103,849253.2166
95,Coos Bay,649,14357605.56
95,Corpus Christi Bay,981,37130687.98
95,Dawho River-North Edisto River,572,42658939.93
95,Debidue Creek,252,12442717.47
95,Doboy Sound-Frontal Atlantic Ocean,607,138982657.7
95,East River-Apalachicola River,1330,34457428.34
95,Elkhorn Slough,736,11091872.05
95,Fallsburg Creek-Hudson River,269,1120191.367
95,Furnace Brook-Hudson River,413,2390102.792
95,Great Bay,481,3584289.757
95,Great Bay-Frontal Atlantic Ocean,291,67224790.56
95,Henderson Creek-Barron River Frontal,4724,39972164.97
95,Hope Creek-Edisto River,551,12724183.74
95,Hyannis Harbor-Frontal Nantucket Sound,3060,27074635.18
95,Joe Leary Slough-Frontal Padilla Bay,604,3952508.252
95,Jones Creek-York River,314,1679905.344
95,Lakes Kill-Saw Kill,103,208875.4486
95,Lamprey River,222,945971.0541
95,Lower Ashepoo River,511,110596334.6
95,Lower Cooper River,957,36363238.82
95,Lower Fish River,623,2196235.629
95,Lower Mullica River,192,17610816.17
95,Lower Saint Jones River,297,13514925.81
95,Magnolia River,244,784475.9583
95,Masonboro Inlet-Mason Inlet,717,19493164.6
95,Mataponi Creek-Patuxent River,144,3674708.871
95,Middle Mullica River,357,1909361.755
95,Mill Creek-Hudson River,250,1729154.636
95,Mill Creek-Pamunkey River,409,21673666.82
95,Monie Bay,186,13733129.31
95,Mudder Kill-Hudson River,189,2670623.63
95,Nacote Creek,137,5063963.214
95,Novato Creek-Frontal San Pablo Bay Estuaries,2270,126611753.7
95,Old Woman Creek,53,858633.0688
95,Outlet Waccamaw River-Atlantic Intracoastal Waterway,1010,18939437.84
95,Oyster River,273,1420423.531
95,Padilla Bay-Strait of Georgia,881,8668858.422
95,Pellicer Creek,362,2502059.821
95,Pellicer Creek-Big Mulberry Branch Frontal,844,18394464.44
95,Pokegama River,548,2567348.712
95,Poquoson River-Frontal Chesapeake Bay,945,15629930.23
95,Pt Aux Chenes Bay-Mississippi Sound,44,46744978.08
95,Richardson Bay-San Francisco Bay,23,31861.01074
95,Rooker Bay,2369,7649483.286
95,Saint Louis River,296,1243688.084
95,San Antonio Bay-Espiritu Santo Bay,4381,190554539
95,San Diego Bay,58,611136.4059
95,San Pablo Bay,2,3600
95,Sarah Creek-York River,389,1473501.434
95,Skimino Creek-York River,281,5987005.225
95,South Edisto River-Atlantic Intracoastal Waterway,415,38228333.64
95,Spirit Lake-Saint Louis River,565,2542878.115
95,Squamscott River,206,3008598.39
95,St. George Sound,638,9595033.401
95,Stevens Brook-Frontal Atlantic Ocean,402,8290538.416
95,Stony Creek,194,602322.5143
95,Store Creek,305,33798018
95,Suisun Bay Estuaries,1179,220410847.9
95,Swan Lake-Copano Bay,299,6888580.911
95,Tijuana River-Frontal Pacific Ocean,187,4977653.233
95,Tolomato River-Moses Creek Frontal,408,12416478.14
95,Town of Southport-Cape Fear River,362,30382291.57
95,Tuckerton Creek-Little Egg Harbor,164,31630452.51
95,Upper East Passage,221,1247234.079
95,Upper Saint Jones River,89,209903.0823
95,Upper Tolomato River,1334,21543958.6
95,Upper West Passage,107,1540781.735
95,Winchester Creek,286,3201928.042
95,Winyah Bay,697,63785583.93
